pbp_a_hnumber	pbp_a_plan_identifier	segment_id	pbp_a_ben_cov	pbp_a_plan_type	orgtype	bid_id	version	pbp_vbid_group_id	pbp_b13a_bendesc_yn	pbp_b13a_bendesc_ehc	pbp_b13a_bendesc_amo	pbp_b13a_bendesc_lim	pbp_b13a_bendesc_numv	pbp_b13a_bendesc_per	pbp_b13a_bendesc_per_d	pbp_b13a_maxplan_yn	pbp_b13a_maxplan_amt	pbp_b13a_maxplan_per	pbp_b13a_maxplan_per_d	pbp_b13a_maxenr_yn	pbp_b13a_maxenr_amt	pbp_b13a_maxenr_per	pbp_b13a_maxenr_per_d	pbp_b13a_coins_yn	pbp_b13a_coins_pct_min	pbp_b13a_coins_pct_max	pbp_b13a_ded_yn	pbp_b13a_ded_amt	pbp_b13a_copay_yn	pbp_b13a_copay_amt_min	pbp_b13a_copay_amt_max	pbp_b13a_auth_yn	pbp_b13a_refer_yn	pbp_b13b_bendesc_otc	pbp_b13b_bendesc_amo	pbp_b13b_maxplan_yn	pbp_b13b_maxplan_amt	pbp_b13b_otc_maxplan_per	pbp_b13b_maxplan_prd_yn	pbp_b13b_maxenr_yn	pbp_b13b_maxenr_amt	pbp_b13b_maxenr_per	pbp_b13b_maxenr_per_d	pbp_b13b_nrt_yn	pbp_b13b_nrt_attestation	pbp_b13b_naloxone_yn	pbp_b13b_coins_yn	pbp_b13b_coins_pct_min	pbp_b13b_coins_pct_max	pbp_b13b_ded_yn	pbp_b13b_ded_amt	pbp_b13b_copay_yn	pbp_b13b_copay_amt_min	pbp_b13b_copay_amt_max	pbp_b13b_cms_otc_list_yn	pbp_b13b_mode	pbp_b13b_mode_desc	pbp_b13b_auth_yn	pbp_b13c_bendesc_service	pbp_b13c_bendesc_amo	pbp_b13c_meal_type_chk	pbp_b13c_maxplan_yn	pbp_b13c_maxplan_amt	pbp_b13c_maxplan_per	pbp_b13c_maxplan_per_d	pbp_b13c_maxenr_yn	pbp_b13c_maxenr_amt	pbp_b13c_maxenr_per	pbp_b13c_maxenr_per_d	pbp_b13c_coins_yn	pbp_b13c_coins_pct_min	pbp_b13c_coins_pct_max	pbp_b13c_ded_yn	pbp_b13c_ded_amt	pbp_b13c_copay_yn	pbp_b13c_copay_amt_min	pbp_b13c_copay_amt_max	pbp_b13c_auth_yn	pbp_b13c_refer_yn	pbp_b13d_bendesc_service	pbp_b13d_bendesc_amo	pbp_b13d_maxplan_yn	pbp_b13d_maxplan_amt	pbp_b13d_maxplan_per	pbp_b13d_maxplan_per_d	pbp_b13d_maxenr_yn	pbp_b13d_maxenr_amt	pbp_b13d_maxenr_per	pbp_b13d_maxenr_per_d	pbp_b13d_coins_yn	pbp_b13d_coins_pct_min	pbp_b13d_coins_pct_max	pbp_b13d_ded_yn	pbp_b13d_ded_amt	pbp_b13d_copay_yn	pbp_b13d_copay_amt_min	pbp_b13d_copay_amt_max	pbp_b13d_auth_yn	pbp_b13d_refer_yn	pbp_b13e_bendesc_service	pbp_b13e_bendesc_amo	pbp_b13e_maxplan_yn	pbp_b13e_maxplan_amt	pbp_b13e_maxplan_per	pbp_b13e_maxplan_per_d	pbp_b13e_maxenr_yn	pbp_b13e_maxenr_amt	pbp_b13e_maxenr_per	pbp_b13e_maxenr_per_d	pbp_b13e_coins_yn	pbp_b13e_coins_pct_min	pbp_b13e_coins_pct_max	pbp_b13e_ded_yn	pbp_b13e_ded_amt	pbp_b13e_copay_yn	pbp_b13e_copay_amt_min	pbp_b13e_copay_amt_max	pbp_b13e_auth_yn	pbp_b13e_refer_yn	pbp_b13f_bendesc_service	pbp_b13f_bendesc_amo	pbp_b13f_maxplan_yn	pbp_b13f_maxplan_amt	pbp_b13f_maxplan_per	pbp_b13f_maxplan_per_d	pbp_b13f_maxenr_yn	pbp_b13f_maxenr_amt	pbp_b13f_maxenr_per	pbp_b13f_maxenr_per_d	pbp_b13f_coins_yn	pbp_b13f_coins_pct_min	pbp_b13f_coins_pct_max	pbp_b13f_ded_yn	pbp_b13f_ded_amt	pbp_b13f_copay_yn	pbp_b13f_copay_amt_min	pbp_b13f_copay_amt_max	pbp_b13f_auth_yn	pbp_b13f_refer_yn
H5521	229	0	1	04	01	H5521_229_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5521	233	0	1	04	01	H5521_233_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5521	235	0	1	04	01	H5521_235_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5521	302	0	1	04	01	H5521_302_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5521	324	0	1	04	01	H5521_324_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5521	326	0	1	04	01	H5521_326_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5521	364	0	1	04	01	H5521_364_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5521	365	0	1	04	01	H5521_365_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5521	398	0	1	04	01	H5521_398_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5521	399	0	1	04	01	H5521_399_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5521	400	0	1	04	01	H5521_400_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5521	414	0	1	04	01	H5521_414_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5521	443	0	1	04	01	H5521_443_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5521	449	0	1	04	01	H5521_449_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5521	464	0	1	04	01	H5521_464_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5521	465	0	1	04	01	H5521_465_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5521	467	0	1	04	01	H5521_467_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5521	470	0	1	04	01	H5521_470_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5521	472	0	1	04	01	H5521_472_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5521	490	0	1	04	01	H5521_490_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5521	496	0	1	04	01	H5521_496_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5521	500	0	1	04	01	H5521_500_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5521	502	0	1	04	01	H5521_502_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5521	553	0	1	04	01	H5521_553_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5521	598	0	1	04	01	H5521_598_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5521	644	0	1	04	01	H5521_644_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5521	645	0	1	04	01	H5521_645_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5521	646	0	1	04	01	H5521_646_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5521	649	0	1	04	01	H5521_649_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5521	801	0	1	04	01	H5521_801_0	2	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H5521	801	0	1	04	01	H5521_801_0	2	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H5521	805	0	2	04	01	H5521_805_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H5521	805	0	2	04	01	H5521_805_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H5522	001	0	1	04	01	H5522_001_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5522	002	0	1	04	01	H5522_002_0	2	1																										1	2	2				2				2		2	2			2		1	0.00	0.00	2	10000	Restricted Items	2																																																																																	
H5522	005	0	1	04	01	H5522_005_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5522	013	0	1	04	01	H5522_013_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5522	802	0	1	04	01	H5522_802_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H5522	802	0	1	04	01	H5522_802_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H5522	803	0	1	04	01	H5522_803_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H5522	803	0	1	04	01	H5522_803_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H5522	808	0	2	04	01	H5522_808_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H5522	808	0	2	04	01	H5522_808_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H5522	809	0	2	04	01	H5522_809_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H5522	809	0	2	04	01	H5522_809_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H5522	810	0	1	04	01	H5522_810_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H5522	810	0	1	04	01	H5522_810_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H5522	811	0	1	04	01	H5522_811_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H5522	811	0	1	04	01	H5522_811_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H5522	813	0	2	04	01	H5522_813_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H5522	813	0	2	04	01	H5522_813_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H5522	814	0	2	04	01	H5522_814_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H5522	814	0	2	04	01	H5522_814_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H5522	815	0	1	04	01	H5522_815_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H5522	815	0	1	04	01	H5522_815_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H5522	816	0	1	04	01	H5522_816_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H5522	816	0	1	04	01	H5522_816_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H5522	817	0	2	04	01	H5522_817_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H5522	817	0	2	04	01	H5522_817_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H5522	818	0	2	04	01	H5522_818_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H5522	818	0	2	04	01	H5522_818_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H5522	819	0	1	04	01	H5522_819_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H5522	819	0	1	04	01	H5522_819_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H5522	820	0	1	04	01	H5522_820_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H5522	820	0	1	04	01	H5522_820_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H5522	821	0	1	04	01	H5522_821_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H5522	821	0	1	04	01	H5522_821_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H5522	822	0	2	04	01	H5522_822_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H5522	822	0	2	04	01	H5522_822_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H5522	823	0	1	04	01	H5522_823_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H5522	823	0	1	04	01	H5522_823_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H5522	824	0	2	04	01	H5522_824_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H5522	824	0	2	04	01	H5522_824_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H5522	825	0	2	04	01	H5522_825_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H5522	825	0	2	04	01	H5522_825_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H5522	827	0	2	04	01	H5522_827_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H5522	827	0	2	04	01	H5522_827_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H5522	828	0	1	04	01	H5522_828_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H5522	828	0	1	04	01	H5522_828_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H5522	832	0	1	04	01	H5522_832_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H5522	832	0	1	04	01	H5522_832_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H5522	836	0	1	04	01	H5522_836_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H5522	836	0	1	04	01	H5522_836_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H5522	837	0	1	04	01	H5522_837_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H5522	837	0	1	04	01	H5522_837_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H5522	838	0	2	04	01	H5522_838_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H5522	838	0	2	04	01	H5522_838_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H5525	036	0	1	04	01	H5525_036_0	4	1																										1	2	2				2				1	1	1	2			2		2			2	10000	Purchases must be coordinated by a care manager on the member's behalf through the plan's approved vendor.	1																																																																																	
H5533	003	0	1	04	01	H5533_003_0	15	1																																																			1	2	011	2				2				2			2		2			2	2																																																												
H5533	005	0	1	04	01	H5533_005_0	15	1																																																			1	2	011	2				2				2			2		2			2	2																																																												
H5533	008	0	1	04	01	H5533_008_0	16	1																																																			1	2	011	2				2				2			2		2			2	2																																																												
H5533	011	0	1	04	01	H5533_011_0	17	1																																																			1	2	011	2				2				2			2		2			2	2																																																												
H5533	013	0	1	04	01	H5533_013_0	18	1																																																			1	2	011	2				2				2			2		2			2	2																																																												
H5533	015	1	1	04	01	H5533_015_1	17	1																																																			1	2	011	2				2				2			2		2			2	2																																																												
H5533	015	2	1	04	01	H5533_015_2	17	1																																																			1	2	011	2				2				2			2		2			2	2																																																												
H5533	015	3	1	04	01	H5533_015_3	17	1																																																			1	2	011	2				2				2			2		2			2	2																																																												
H5533	015	4	1	04	01	H5533_015_4	15	1																																																			1	2	011	2				2				2			2		2			2	2																																																												
H5533	015	6	1	04	01	H5533_015_6	16	1																																																			1	2	011	2				2				2			2		2			2	2																																																												
H5533	016	1	1	04	01	H5533_016_1	14	1																																																			1	2	011	2				2				2			2		2			2	2																																																												
H5533	016	2	1	04	01	H5533_016_2	13	1																																																			1	2	011	2				2				2			2		2			2	2																																																												
H5533	017	1	1	04	01	H5533_017_1	15	1																																																			1	2	011	2				2				2			2		2			2	2																																																												
H5533	017	2	1	04	01	H5533_017_2	15	1																																																			1	2	011	2				2				2			2		2			2	2																																																												
H5580	004	0	1	01	01	H5580_004_0	5	1																										1	2	2				2				2		2	2			2		2			1	00010		2																																																																																	
H5593	001	0	1	01	01	H5593_001_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5593	801	0	1	01	01	H5593_801_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H5593	801	0	1	01	01	H5593_801_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H5619	173	0	1	01	01	H5619_173_0	3	1																										1	2	2				2				1	1	1	2			2		2			2	10000	Purchases must be coordinated by a care manager on the member's behalf through the plan's approved vendor.	1																																																																																	
H5628	013	1	1	01	01	H5628_013_1	9	2																																																			1	2	001	2				2				2			2		2			1	2																																																												
H5628	013	2	1	01	01	H5628_013_2	9	2																																																			1	2	001	2				2				2			2		2			1	2																																																												
H5793	017	0	1	02	01	H5793_017_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5793	019	0	1	02	01	H5793_019_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5793	020	0	1	02	01	H5793_020_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5793	801	0	1	01	01	H5793_801_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H5793	801	0	1	01	01	H5793_801_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H5793	802	0	1	01	01	H5793_802_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H5793	802	0	1	01	01	H5793_802_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H5826	014	0	1	01	01	H5826_014_0	5	3																										1	2	2				2				2		2	2			2		2			2	10000	Mail order	2																																																																																	
H5826	017	0	1	01	01	H5826_017_0	6	3																										1	2	2				2				2		2	2			2		2			2	10000	Mail order	2																																																																																	
H5852	001	0	1	01	01	H5852_001_0	6	1																																																			1	2	101	2				2				2			2		2			1	1																																																												
H5859	001	0	1	01	01	H5859_001_0	9	1																										1	2	2				2				1	1	1	2			2		2			1	00010		2																																																																																	
H5943	003	0	1	02	01	H5943_003_0	7	1																										1	2	2				2				1	1	1	2			2		2			1	00010		2																																																																																	
H5943	004	0	1	02	01	H5943_004_0	7	1																										1	2	2				2				1	1	1	2			2		2			1	00010		2																																																																																	
H6154	001	0	1	02	01	H6154_001_0	4	1																																																			1	2	111	2				2				2			2		2			2	2	Osteoporosis Services	2	2				2				2			2		2			2	2																																								
H6170	001	0	1	02	01	H6170_001_0	9	1																										1	2	2				2				2		2	2			2		2			1	00010		1																																																																																	
H6170	002	0	1	02	01	H6170_002_0	12	1																										1	2	2				2				2		2	2			2		2			1	00010		1																																																																																	
H6170	003	0	1	02	01	H6170_003_0	10	1																										1	2	2				2				2		2	2			2		2			1	00010		1																																																																																	
H6170	007	0	1	01	01	H6170_007_0	8	1																										1	2	2				2				2		2	2			2		2			1	00010		2																																																																																	
H6170	008	0	1	01	01	H6170_008_0	7	1																										1	2	2				2				2		2	2			2		2			1	00010		1																																																																																	
H6170	009	0	1	01	01	H6170_009_0	11	1																										1	2	2				2				2		2	2			2		2			1	00010		1																																																																																	
H6170	010	0	1	01	01	H6170_010_0	10	1																										1	2	2				2				2		2	2			2		2			1	00010		1																																																																																	
H6399	001	0	1	01	01	H6399_001_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H6474	001	0	1	02	01	H6474_001_0	8	1																										1	2	2				2				2		2	2			2		2			1	00010		1																																																																																	
H6474	002	0	1	02	01	H6474_002_0	9	1																										1	2	2				2				2		2	2			2		2			1	00010		1																																																																																	
H6474	003	0	1	02	01	H6474_003_0	8	1																										1	2	2				2				2		2	2			2		2			1	00010		2																																																																																	
H6474	007	0	1	01	01	H6474_007_0	8	1																										1	2	2				2				2		2	2			2		2			1	00010		2																																																																																	
