pbp_a_hnumber	pbp_a_plan_identifier	segment_id	pbp_a_ben_cov	pbp_a_plan_type	orgtype	bid_id	version	pbp_vbid_group_id	pbp_b13a_bendesc_yn	pbp_b13a_bendesc_ehc	pbp_b13a_bendesc_amo	pbp_b13a_bendesc_lim	pbp_b13a_bendesc_numv	pbp_b13a_bendesc_per	pbp_b13a_bendesc_per_d	pbp_b13a_maxplan_yn	pbp_b13a_maxplan_amt	pbp_b13a_maxplan_per	pbp_b13a_maxplan_per_d	pbp_b13a_maxenr_yn	pbp_b13a_maxenr_amt	pbp_b13a_maxenr_per	pbp_b13a_maxenr_per_d	pbp_b13a_coins_yn	pbp_b13a_coins_pct_min	pbp_b13a_coins_pct_max	pbp_b13a_ded_yn	pbp_b13a_ded_amt	pbp_b13a_copay_yn	pbp_b13a_copay_amt_min	pbp_b13a_copay_amt_max	pbp_b13a_auth_yn	pbp_b13a_refer_yn	pbp_b13b_bendesc_otc	pbp_b13b_bendesc_amo	pbp_b13b_maxplan_yn	pbp_b13b_maxplan_amt	pbp_b13b_otc_maxplan_per	pbp_b13b_maxplan_prd_yn	pbp_b13b_maxenr_yn	pbp_b13b_maxenr_amt	pbp_b13b_maxenr_per	pbp_b13b_maxenr_per_d	pbp_b13b_nrt_yn	pbp_b13b_nrt_attestation	pbp_b13b_naloxone_yn	pbp_b13b_coins_yn	pbp_b13b_coins_pct_min	pbp_b13b_coins_pct_max	pbp_b13b_ded_yn	pbp_b13b_ded_amt	pbp_b13b_copay_yn	pbp_b13b_copay_amt_min	pbp_b13b_copay_amt_max	pbp_b13b_cms_otc_list_yn	pbp_b13b_mode	pbp_b13b_mode_desc	pbp_b13b_auth_yn	pbp_b13c_bendesc_service	pbp_b13c_bendesc_amo	pbp_b13c_meal_type_chk	pbp_b13c_maxplan_yn	pbp_b13c_maxplan_amt	pbp_b13c_maxplan_per	pbp_b13c_maxplan_per_d	pbp_b13c_maxenr_yn	pbp_b13c_maxenr_amt	pbp_b13c_maxenr_per	pbp_b13c_maxenr_per_d	pbp_b13c_coins_yn	pbp_b13c_coins_pct_min	pbp_b13c_coins_pct_max	pbp_b13c_ded_yn	pbp_b13c_ded_amt	pbp_b13c_copay_yn	pbp_b13c_copay_amt_min	pbp_b13c_copay_amt_max	pbp_b13c_auth_yn	pbp_b13c_refer_yn	pbp_b13d_bendesc_service	pbp_b13d_bendesc_amo	pbp_b13d_maxplan_yn	pbp_b13d_maxplan_amt	pbp_b13d_maxplan_per	pbp_b13d_maxplan_per_d	pbp_b13d_maxenr_yn	pbp_b13d_maxenr_amt	pbp_b13d_maxenr_per	pbp_b13d_maxenr_per_d	pbp_b13d_coins_yn	pbp_b13d_coins_pct_min	pbp_b13d_coins_pct_max	pbp_b13d_ded_yn	pbp_b13d_ded_amt	pbp_b13d_copay_yn	pbp_b13d_copay_amt_min	pbp_b13d_copay_amt_max	pbp_b13d_auth_yn	pbp_b13d_refer_yn	pbp_b13e_bendesc_service	pbp_b13e_bendesc_amo	pbp_b13e_maxplan_yn	pbp_b13e_maxplan_amt	pbp_b13e_maxplan_per	pbp_b13e_maxplan_per_d	pbp_b13e_maxenr_yn	pbp_b13e_maxenr_amt	pbp_b13e_maxenr_per	pbp_b13e_maxenr_per_d	pbp_b13e_coins_yn	pbp_b13e_coins_pct_min	pbp_b13e_coins_pct_max	pbp_b13e_ded_yn	pbp_b13e_ded_amt	pbp_b13e_copay_yn	pbp_b13e_copay_amt_min	pbp_b13e_copay_amt_max	pbp_b13e_auth_yn	pbp_b13e_refer_yn	pbp_b13f_bendesc_service	pbp_b13f_bendesc_amo	pbp_b13f_maxplan_yn	pbp_b13f_maxplan_amt	pbp_b13f_maxplan_per	pbp_b13f_maxplan_per_d	pbp_b13f_maxenr_yn	pbp_b13f_maxenr_amt	pbp_b13f_maxenr_per	pbp_b13f_maxenr_per_d	pbp_b13f_coins_yn	pbp_b13f_coins_pct_min	pbp_b13f_coins_pct_max	pbp_b13f_ded_yn	pbp_b13f_ded_amt	pbp_b13f_copay_yn	pbp_b13f_copay_amt_min	pbp_b13f_copay_amt_max	pbp_b13f_auth_yn	pbp_b13f_refer_yn
H3146	021	0	1	01	01	H3146_021_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3146	022	0	1	01	01	H3146_022_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3146	023	0	1	01	01	H3146_023_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3146	036	0	1	01	01	H3146_036_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3146	037	0	1	01	01	H3146_037_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3146	038	0	1	01	01	H3146_038_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3146	044	0	1	01	01	H3146_044_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3146	801	0	1	01	01	H3146_801_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H3146	801	0	1	01	01	H3146_801_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H3152	801	0	1	01	01	H3152_801_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H3152	801	0	1	01	01	H3152_801_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H3152	804	0	1	01	01	H3152_804_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H3152	804	0	1	01	01	H3152_804_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H3192	007	0	1	01	01	H3192_007_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3192	021	0	1	02	01	H3192_021_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3192	028	0	1	01	01	H3192_028_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3192	029	0	1	01	01	H3192_029_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3192	033	0	1	01	01	H3192_033_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3192	801	0	1	01	01	H3192_801_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H3192	801	0	1	01	01	H3192_801_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H3219	015	0	1	04	01	H3219_015_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3219	016	0	1	04	01	H3219_016_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3219	801	0	1	04	01	H3219_801_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H3219	801	0	1	04	01	H3219_801_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H3239	001	0	1	01	01	H3239_001_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3239	002	0	1	01	01	H3239_002_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3239	005	0	1	01	01	H3239_005_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3239	007	0	1	01	01	H3239_007_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3239	010	0	1	01	01	H3239_010_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3239	012	0	1	01	01	H3239_012_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3239	015	0	1	01	01	H3239_015_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3239	017	0	1	01	01	H3239_017_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3239	020	0	1	01	01	H3239_020_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3239	022	0	1	01	01	H3239_022_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3239	023	0	1	01	01	H3239_023_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3239	026	0	1	01	01	H3239_026_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3239	027	0	1	01	01	H3239_027_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3239	028	0	1	01	01	H3239_028_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3239	030	0	1	01	01	H3239_030_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3288	001	0	1	04	01	H3288_001_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3288	002	0	1	04	01	H3288_002_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3288	003	0	1	04	01	H3288_003_0	4	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3288	004	0	1	04	01	H3288_004_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3288	017	0	1	04	01	H3288_017_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3288	018	0	1	04	01	H3288_018_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3288	019	0	1	04	01	H3288_019_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3288	034	0	1	04	01	H3288_034_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3288	048	0	1	04	01	H3288_048_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3288	053	0	1	04	01	H3288_053_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3288	801	0	1	04	01	H3288_801_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H3288	801	0	1	04	01	H3288_801_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H3291	002	0	1	01	01	H3291_002_0	4	1																																																			1	2	101	1	0.00	7		2				2			2		2			2	2																																																												
H3305	007	0	1	02	01	H3305_007_0	8	1																										1	2	2				2				2		2	2			2		2			2	01000		1																																																																																	
H3305	015	0	1	02	01	H3305_015_0	17	1																										1	2	2				2				2		2	2			2		2			2	01000		1																																																																																	
H3305	020	0	1	02	01	H3305_020_0	8	1																										1	2	2				2				2		2	2			2		2			2	01000		1																																																																																	
H3305	022	0	1	02	01	H3305_022_0	16	1																										1	2	2				2				2		2	2			2		2			2	01000		1																																																																																	
H3312	069	0	1	01	01	H3312_069_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3312	070	0	1	01	01	H3312_070_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3312	073	0	1	01	01	H3312_073_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3312	074	0	1	01	01	H3312_074_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3312	087	0	1	01	01	H3312_087_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3312	089	0	1	01	01	H3312_089_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3312	090	0	1	01	01	H3312_090_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3312	091	0	1	01	01	H3312_091_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3312	801	0	1	01	01	H3312_801_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H3312	801	0	1	01	01	H3312_801_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H3312	804	0	1	01	01	H3312_804_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H3312	804	0	1	01	01	H3312_804_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H3551	001	0	1	01	01	H3551_001_0	4	1																										1	2	2				2				2		1	2			2		2			1	00010		2																																																																																	
H3551	004	0	1	01	01	H3551_004_0	4	1																										1	2	2				2				1	1	1	2			2		2			1	00010		2																																																																																	
H3597	011	0	1	02	01	H3597_011_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3597	012	0	1	02	01	H3597_012_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3597	801	0	1	01	01	H3597_801_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H3597	801	0	1	01	01	H3597_801_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H3597	802	0	1	01	01	H3597_802_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H3597	802	0	1	01	01	H3597_802_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H3660	028	0	1	02	01	H3660_028_0	6	1																																																			1	2	001	2				2				2			2		2			2	2																																																												
H3660	029	0	1	02	01	H3660_029_0	7	2																																																			1	2	001	2				2				2			2		2			2	2																																																												
H3660	044	0	1	01	01	H3660_044_0	7	2																																																			1	2	001	2				2				2			2		2			2	2																																																												
H3660	052	1	1	01	01	H3660_052_1	6	2																																																			1	2	001	2				2				2			2		2			2	2																																																												
H3660	052	2	1	01	01	H3660_052_2	6	2																																																			1	2	001	2				2				2			2		2			2	2																																																												
H3660	801	0	1	01	01	H3660_801_0	2	2																																																			1	2	001	2				2				2			2		2			2	2																																																												
H3660	805	0	1	02	01	H3660_805_0	2	2																																																			1	2	001	2				2				2			2		2			2	2																																																												
H3706	024	0	1	01	01	H3706_024_0	6	1																										1	2	2				2				1	1	2	2			2		2			1	00010		2																																																																																	
H3706	025	0	1	01	01	H3706_025_0	5	1																										1	2	2				2				1	1	2	2			2		2			1	00010		2																																																																																	
H3748	801	0	1	01	01	H3748_801_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H3748	801	0	1	01	01	H3748_801_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H3755	006	0	1	01	01	H3755_006_0	7	1																																																			1	2	011	2				2				2			2		2			1	1																																																												
H3907	002	0	1	01	01	H3907_002_0	13	1																																																			1	2	011	2				2				2			2		2			2	2																																																												
H3907	006	0	1	01	01	H3907_006_0	18	1																																																			1	2	011	2				2				2			2		2			2	2																																																												
H3907	037	0	1	01	01	H3907_037_0	16	1																																																			1	2	011	2				2				2			2		2			2	2																																																												
H3907	057	1	1	01	01	H3907_057_1	18	1																																																			1	2	011	2				2				2			2		2			2	2																																																												
H3907	057	2	1	01	01	H3907_057_2	17	1																																																			1	2	011	2				2				2			2		2			2	2																																																												
H3907	057	3	1	01	01	H3907_057_3	17	1																																																			1	2	011	2				2				2			2		2			2	2																																																												
H3907	057	4	1	01	01	H3907_057_4	15	1																																																			1	2	011	2				2				2			2		2			2	2																																																												
H3907	057	5	1	01	01	H3907_057_5	16	1																																																			1	2	011	2				2				2			2		2			2	2																																																												
H3907	057	6	1	01	01	H3907_057_6	16	1																																																			1	2	011	2				2				2			2		2			2	2																																																												
H3907	057	7	1	01	01	H3907_057_7	16	1																																																			1	2	011	2				2				2			2		2			2	2																																																												
H3907	058	1	1	01	01	H3907_058_1	16	1																																																			1	2	011	2				2				2			2		2			2	2																																																												
H3907	058	2	1	01	01	H3907_058_2	17	1																																																			1	2	011	2				2				2			2		2			2	2																																																												
H3907	058	3	1	01	01	H3907_058_3	17	1																																																			1	2	011	2				2				2			2		2			2	2																																																												
H3907	059	1	1	01	01	H3907_059_1	18	1																																																			1	2	011	2				2				2			2		2			2	2																																																												
H3907	059	2	1	01	01	H3907_059_2	18	1																																																			1	2	011	2				2				2			2		2			2	2																																																												
H3907	059	3	1	01	01	H3907_059_3	18	1																																																			1	2	011	2				2				2			2		2			2	2																																																												
H3907	059	4	1	01	01	H3907_059_4	18	1																																																			1	2	011	2				2				2			2		2			2	2																																																												
H3907	059	5	1	01	01	H3907_059_5	18	1																																																			1	2	011	2				2				2			2		2			2	2																																																												
H3928	001	0	1	01	01	H3928_001_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3928	801	0	1	01	01	H3928_801_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H3928	801	0	1	01	01	H3928_801_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H3928	803	0	1	01	01	H3928_803_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H3928	803	0	1	01	01	H3928_803_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H3931	095	0	1	02	01	H3931_095_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3931	099	0	1	02	01	H3931_099_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3931	100	0	1	02	01	H3931_100_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3931	157	0	1	01	01	H3931_157_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3931	160	0	1	01	01	H3931_160_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3931	175	0	1	01	01	H3931_175_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3931	188	0	1	01	01	H3931_188_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3931	191	0	1	01	01	H3931_191_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3931	196	0	1	01	01	H3931_196_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3931	801	0	1	01	01	H3931_801_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H3931	801	0	1	01	01	H3931_801_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H3931	804	0	1	01	01	H3931_804_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H3931	804	0	1	01	01	H3931_804_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H3952	053	0	1	02	01	H3952_053_0	6	3																										1	2	1	10.00	5	2	2				2		1	2			2		2			2	00010		2																																																																																	
H3952	054	0	1	02	01	H3952_054_0	6	3																										1	2	1	10.00	5	2	2				2		1	2			2		2			2	00010		2																																																																																	
H3959	010	0	1	02	01	H3959_010_0	2	1																										1	2	2				2				2		2	2			2		1	0.00	0.00	2	10000	Restricted Items	2																																																																																	
H3959	011	0	1	02	01	H3959_011_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3959	032	0	1	02	01	H3959_032_0	2	1																										1	2	2				2				2		2	2			2		1	0.00	0.00	2	10000	Restricted Items	2																																																																																	
H3959	032	0	1	02	01	H3959_032_0	2	2																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3959	033	0	1	02	01	H3959_033_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3959	035	0	1	01	01	H3959_035_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3959	036	0	1	01	01	H3959_036_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3959	041	0	1	02	01	H3959_041_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3959	053	0	1	02	01	H3959_053_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3959	056	0	1	01	01	H3959_056_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3959	069	0	1	01	01	H3959_069_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3959	070	0	1	01	01	H3959_070_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3959	071	0	1	01	01	H3959_071_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3959	072	0	1	01	01	H3959_072_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3959	073	0	1	01	01	H3959_073_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3959	074	0	1	01	01	H3959_074_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3959	075	0	1	01	01	H3959_075_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3959	076	0	1	01	01	H3959_076_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3959	083	0	1	01	01	H3959_083_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3959	084	0	1	01	01	H3959_084_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3959	085	0	1	01	01	H3959_085_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3959	804	0	1	01	01	H3959_804_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H3959	804	0	1	01	01	H3959_804_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H4003	009	0	1	01	01	H4003_009_0	5	1																										1	2	2				2				1	1	2	2			2		2			2	01010		2																																																																																	
H4003	017	0	1	01	01	H4003_017_0	6	1																										1	2	2				2				1	1	2	2			2		2			2	01010		2																																																																																	
H4003	019	0	1	02	01	H4003_019_0	6	1																										1	2	2				2				1	1	2	2			2		2			2	01010		2																																																																																	
H4003	034	0	1	02	01	H4003_034_0	5	1																										1	2	2				2				1	1	2	2			2		2			2	01010		2																																																																																	
H4003	055	0	1	02	01	H4003_055_0	6	1																										1	2	2				2				1	1	2	2			2		2			2	01010		2																																																																																	
H4003	058	0	1	01	01	H4003_058_0	5	1																										1	2	2				2				1	1	2	2			2		2			2	01010		2																																																																																	
H4004	048	0	1	01	01	H4004_048_0	5	1																										1	2	2				2				1	1	2	2			2		2			2	01010		2																																																																																	
H4004	056	0	1	02	01	H4004_056_0	7	1																										1	2	2				2				1	1	2	2			2		2			2	01010		2																																																																																	
H4004	065	0	1	02	01	H4004_065_0	5	1																										1	2	2				2				1	1	2	2			2		2			2	01010		2																																																																																	
H4004	066	0	1	02	01	H4004_066_0	6	1																										1	2	2				2				1	1	2	2			2		2			2	01010		2																																																																																	
