pbp_a_hnumber	pbp_a_plan_identifier	segment_id	pbp_a_ben_cov	pbp_a_plan_type	orgtype	bid_id	version	pbp_d_opt_oon_cat_id	pbp_d_opt_oon_identifier	pbp_d_opt_oon_type_id	pbp_d_opt_oon_yn	pbp_d_opt_oon_cstshrs_yn	pbp_d_opt_oon_coins_yn	pbp_d_opt_oon_coins_min_pct	pbp_d_opt_oon_coins_max_pct	pbp_d_opt_oon_copay_yn	pbp_d_opt_oon_copay_min_amt	pbp_d_opt_oon_copay_max_amt
H3447	042	3	1	02	01	H3447_042_3	4	17b3	002	2	2							
H3447	042	3	1	02	01	H3447_042_3	4	17b4	002	2	2							
H3447	042	3	1	02	01	H3447_042_3	4	16b1	003	2	1	2	1	20	20	2		
H3447	042	3	1	02	01	H3447_042_3	4	16b2	003	2	1	2	1	20	20	2		
H3447	042	3	1	02	01	H3447_042_3	4	16b4	003	2	1	2	1	20	20	2		
H3447	042	3	1	02	01	H3447_042_3	4	16b5	003	2	1	2	1	20	20	2		
H3447	042	4	1	02	01	H3447_042_4	5	16b1	001	2	1	2	1	30	30	2		
H3447	042	4	1	02	01	H3447_042_4	5	16b2	001	2	1	2	1	30	30	2		
H3447	042	4	1	02	01	H3447_042_4	5	16b4	001	2	1	2	1	30	30	2		
H3447	042	4	1	02	01	H3447_042_4	5	16b5	001	2	1	2	1	30	30	2		
H3447	042	4	1	02	01	H3447_042_4	5	16c1	001	2	1	2	1	60	60	2		
H3447	042	4	1	02	01	H3447_042_4	5	16c10	001	2	1	2	1	75	75	2		
H3447	042	4	1	02	01	H3447_042_4	5	16c2	001	2	1	2	1	75	75	2		
H3447	042	4	1	02	01	H3447_042_4	5	16c3	001	2	1	2	1	75	75	2		
H3447	042	4	1	02	01	H3447_042_4	5	16c8	001	2	1	2	1	75	75	2		
H3447	042	4	1	02	01	H3447_042_4	5	17b1	001	2	2							
H3447	042	4	1	02	01	H3447_042_4	5	17b2	001	2	2							
H3447	042	4	1	02	01	H3447_042_4	5	17b3	001	2	2							
H3447	042	4	1	02	01	H3447_042_4	5	17b4	001	2	2							
H3447	042	4	1	02	01	H3447_042_4	5	16b1	002	2	1	2	1	30	30	2		
H3447	042	4	1	02	01	H3447_042_4	5	16b2	002	2	1	2	1	30	30	2		
H3447	042	4	1	02	01	H3447_042_4	5	16b4	002	2	1	2	1	30	30	2		
H3447	042	4	1	02	01	H3447_042_4	5	16b5	002	2	1	2	1	30	30	2		
H3447	042	4	1	02	01	H3447_042_4	5	16c1	002	2	1	2	1	60	75	2		
H3447	042	4	1	02	01	H3447_042_4	5	16c10	002	2	1	2	1	75	75	2		
H3447	042	4	1	02	01	H3447_042_4	5	16c2	002	2	1	2	1	75	75	2		
H3447	042	4	1	02	01	H3447_042_4	5	16c3	002	2	1	2	1	75	75	2		
H3447	042	4	1	02	01	H3447_042_4	5	16c4	002	2	1	2	1	75	75	2		
H3447	042	4	1	02	01	H3447_042_4	5	16c8	002	2	1	2	1	75	75	2		
H3447	042	4	1	02	01	H3447_042_4	5	17b1	002	2	2							
H3447	042	4	1	02	01	H3447_042_4	5	17b2	002	2	2							
H3447	042	4	1	02	01	H3447_042_4	5	17b3	002	2	2							
H3447	042	4	1	02	01	H3447_042_4	5	17b4	002	2	2							
H3447	042	4	1	02	01	H3447_042_4	5	16b1	003	2	1	2	1	20	20	2		
H3447	042	4	1	02	01	H3447_042_4	5	16b2	003	2	1	2	1	20	20	2		
H3447	042	4	1	02	01	H3447_042_4	5	16b4	003	2	1	2	1	20	20	2		
H3447	042	4	1	02	01	H3447_042_4	5	16b5	003	2	1	2	1	20	20	2		
H3447	049	0	1	02	01	H3447_049_0	5	16b1	001	2	1	2	1	30	30	2		
H3447	049	0	1	02	01	H3447_049_0	5	16b2	001	2	1	2	1	30	30	2		
H3447	049	0	1	02	01	H3447_049_0	5	16b4	001	2	1	2	1	30	30	2		
H3447	049	0	1	02	01	H3447_049_0	5	16b5	001	2	1	2	1	30	30	2		
H3447	049	0	1	02	01	H3447_049_0	5	16c1	001	2	1	2	1	60	60	2		
H3447	049	0	1	02	01	H3447_049_0	5	16c10	001	2	1	2	1	75	75	2		
H3447	049	0	1	02	01	H3447_049_0	5	16c2	001	2	1	2	1	75	75	2		
H3447	049	0	1	02	01	H3447_049_0	5	16c3	001	2	1	2	1	75	75	2		
H3447	049	0	1	02	01	H3447_049_0	5	16c8	001	2	1	2	1	75	75	2		
H3447	049	0	1	02	01	H3447_049_0	5	17b1	001	2	2							
H3447	049	0	1	02	01	H3447_049_0	5	17b2	001	2	2							
H3447	049	0	1	02	01	H3447_049_0	5	17b3	001	2	2							
H3447	049	0	1	02	01	H3447_049_0	5	17b4	001	2	2							
H3447	049	0	1	02	01	H3447_049_0	5	16b1	002	2	1	2	1	30	30	2		
H3447	049	0	1	02	01	H3447_049_0	5	16b2	002	2	1	2	1	30	30	2		
H3447	049	0	1	02	01	H3447_049_0	5	16b4	002	2	1	2	1	30	30	2		
H3447	049	0	1	02	01	H3447_049_0	5	16b5	002	2	1	2	1	30	30	2		
H3447	049	0	1	02	01	H3447_049_0	5	16c1	002	2	1	2	1	60	75	2		
H3447	049	0	1	02	01	H3447_049_0	5	16c10	002	2	1	2	1	75	75	2		
H3447	049	0	1	02	01	H3447_049_0	5	16c2	002	2	1	2	1	75	75	2		
H3447	049	0	1	02	01	H3447_049_0	5	16c3	002	2	1	2	1	75	75	2		
H3447	049	0	1	02	01	H3447_049_0	5	16c4	002	2	1	2	1	75	75	2		
H3447	049	0	1	02	01	H3447_049_0	5	16c8	002	2	1	2	1	75	75	2		
H3447	049	0	1	02	01	H3447_049_0	5	17b1	002	2	2							
H3447	049	0	1	02	01	H3447_049_0	5	17b2	002	2	2							
H3447	049	0	1	02	01	H3447_049_0	5	17b3	002	2	2							
H3447	049	0	1	02	01	H3447_049_0	5	17b4	002	2	2							
H3447	049	0	1	02	01	H3447_049_0	5	16b1	003	2	1	2	1	20	20	2		
H3447	049	0	1	02	01	H3447_049_0	5	16b2	003	2	1	2	1	20	20	2		
H3447	049	0	1	02	01	H3447_049_0	5	16b4	003	2	1	2	1	20	20	2		
H3447	049	0	1	02	01	H3447_049_0	5	16b5	003	2	1	2	1	20	20	2		
H3447	050	0	1	02	01	H3447_050_0	5	16b1	001	2	1	2	1	30	30	2		
H3447	050	0	1	02	01	H3447_050_0	5	16b2	001	2	1	2	1	30	30	2		
H3447	050	0	1	02	01	H3447_050_0	5	16b4	001	2	1	2	1	30	30	2		
H3447	050	0	1	02	01	H3447_050_0	5	16b5	001	2	1	2	1	30	30	2		
H3447	050	0	1	02	01	H3447_050_0	5	16c1	001	2	1	2	1	60	60	2		
H3447	050	0	1	02	01	H3447_050_0	5	16c10	001	2	1	2	1	75	75	2		
H3447	050	0	1	02	01	H3447_050_0	5	16c2	001	2	1	2	1	75	75	2		
H3447	050	0	1	02	01	H3447_050_0	5	16c3	001	2	1	2	1	75	75	2		
H3447	050	0	1	02	01	H3447_050_0	5	16c8	001	2	1	2	1	75	75	2		
H3447	050	0	1	02	01	H3447_050_0	5	17b1	001	2	2							
H3447	050	0	1	02	01	H3447_050_0	5	17b2	001	2	2							
H3447	050	0	1	02	01	H3447_050_0	5	17b3	001	2	2							
H3447	050	0	1	02	01	H3447_050_0	5	17b4	001	2	2							
H3447	050	0	1	02	01	H3447_050_0	5	16b1	002	2	1	2	1	30	30	2		
H3447	050	0	1	02	01	H3447_050_0	5	16b2	002	2	1	2	1	30	30	2		
H3447	050	0	1	02	01	H3447_050_0	5	16b4	002	2	1	2	1	30	30	2		
H3447	050	0	1	02	01	H3447_050_0	5	16b5	002	2	1	2	1	30	30	2		
H3447	050	0	1	02	01	H3447_050_0	5	16c1	002	2	1	2	1	60	75	2		
H3447	050	0	1	02	01	H3447_050_0	5	16c10	002	2	1	2	1	75	75	2		
H3447	050	0	1	02	01	H3447_050_0	5	16c2	002	2	1	2	1	75	75	2		
H3447	050	0	1	02	01	H3447_050_0	5	16c3	002	2	1	2	1	75	75	2		
H3447	050	0	1	02	01	H3447_050_0	5	16c4	002	2	1	2	1	75	75	2		
H3447	050	0	1	02	01	H3447_050_0	5	16c8	002	2	1	2	1	75	75	2		
H3447	050	0	1	02	01	H3447_050_0	5	17b1	002	2	2							
H3447	050	0	1	02	01	H3447_050_0	5	17b2	002	2	2							
H3447	050	0	1	02	01	H3447_050_0	5	17b3	002	2	2							
H3447	050	0	1	02	01	H3447_050_0	5	17b4	002	2	2							
H3447	050	0	1	02	01	H3447_050_0	5	16b1	003	2	1	2	1	20	20	2		
H3447	050	0	1	02	01	H3447_050_0	5	16b2	003	2	1	2	1	20	20	2		
H3447	050	0	1	02	01	H3447_050_0	5	16b4	003	2	1	2	1	20	20	2		
H3447	050	0	1	02	01	H3447_050_0	5	16b5	003	2	1	2	1	20	20	2		
H3447	051	0	1	02	01	H3447_051_0	5	16b1	001	2	1	2	1	30	30	2		
H3447	051	0	1	02	01	H3447_051_0	5	16b2	001	2	1	2	1	30	30	2		
H3447	051	0	1	02	01	H3447_051_0	5	16b4	001	2	1	2	1	30	30	2		
H3447	051	0	1	02	01	H3447_051_0	5	16b5	001	2	1	2	1	30	30	2		
H3447	051	0	1	02	01	H3447_051_0	5	16c1	001	2	1	2	1	60	60	2		
H3447	051	0	1	02	01	H3447_051_0	5	16c10	001	2	1	2	1	75	75	2		
H3447	051	0	1	02	01	H3447_051_0	5	16c2	001	2	1	2	1	75	75	2		
H3447	051	0	1	02	01	H3447_051_0	5	16c3	001	2	1	2	1	75	75	2		
H3447	051	0	1	02	01	H3447_051_0	5	16c8	001	2	1	2	1	75	75	2		
H3447	051	0	1	02	01	H3447_051_0	5	17b1	001	2	2							
H3447	051	0	1	02	01	H3447_051_0	5	17b2	001	2	2							
H3447	051	0	1	02	01	H3447_051_0	5	17b3	001	2	2							
H3447	051	0	1	02	01	H3447_051_0	5	17b4	001	2	2							
H3447	051	0	1	02	01	H3447_051_0	5	16b1	002	2	1	2	1	30	30	2		
H3447	051	0	1	02	01	H3447_051_0	5	16b2	002	2	1	2	1	30	30	2		
H3447	051	0	1	02	01	H3447_051_0	5	16b4	002	2	1	2	1	30	30	2		
H3447	051	0	1	02	01	H3447_051_0	5	16b5	002	2	1	2	1	30	30	2		
H3447	051	0	1	02	01	H3447_051_0	5	16c1	002	2	1	2	1	60	75	2		
H3447	051	0	1	02	01	H3447_051_0	5	16c10	002	2	1	2	1	75	75	2		
H3447	051	0	1	02	01	H3447_051_0	5	16c2	002	2	1	2	1	75	75	2		
H3447	051	0	1	02	01	H3447_051_0	5	16c3	002	2	1	2	1	75	75	2		
H3447	051	0	1	02	01	H3447_051_0	5	16c4	002	2	1	2	1	75	75	2		
H3447	051	0	1	02	01	H3447_051_0	5	16c8	002	2	1	2	1	75	75	2		
H3447	051	0	1	02	01	H3447_051_0	5	17b1	002	2	2							
H3447	051	0	1	02	01	H3447_051_0	5	17b2	002	2	2							
H3447	051	0	1	02	01	H3447_051_0	5	17b3	002	2	2							
H3447	051	0	1	02	01	H3447_051_0	5	17b4	002	2	2							
H3447	051	0	1	02	01	H3447_051_0	5	16b1	003	2	1	2	1	20	20	2		
H3447	051	0	1	02	01	H3447_051_0	5	16b2	003	2	1	2	1	20	20	2		
H3447	051	0	1	02	01	H3447_051_0	5	16b4	003	2	1	2	1	20	20	2		
H3447	051	0	1	02	01	H3447_051_0	5	16b5	003	2	1	2	1	20	20	2		
H3447	052	0	1	02	01	H3447_052_0	5	16b1	001	2	1	2	1	30	30	2		
H3447	052	0	1	02	01	H3447_052_0	5	16b2	001	2	1	2	1	30	30	2		
H3447	052	0	1	02	01	H3447_052_0	5	16b4	001	2	1	2	1	30	30	2		
H3447	052	0	1	02	01	H3447_052_0	5	16b5	001	2	1	2	1	30	30	2		
H3447	052	0	1	02	01	H3447_052_0	5	16c1	001	2	1	2	1	60	60	2		
H3447	052	0	1	02	01	H3447_052_0	5	16c10	001	2	1	2	1	75	75	2		
H3447	052	0	1	02	01	H3447_052_0	5	16c2	001	2	1	2	1	75	75	2		
H3447	052	0	1	02	01	H3447_052_0	5	16c3	001	2	1	2	1	75	75	2		
H3447	052	0	1	02	01	H3447_052_0	5	16c8	001	2	1	2	1	75	75	2		
H3447	052	0	1	02	01	H3447_052_0	5	17b1	001	2	2							
H3447	052	0	1	02	01	H3447_052_0	5	17b2	001	2	2							
H3447	052	0	1	02	01	H3447_052_0	5	17b3	001	2	2							
H3447	052	0	1	02	01	H3447_052_0	5	17b4	001	2	2							
H3447	052	0	1	02	01	H3447_052_0	5	16b1	002	2	1	2	1	30	30	2		
H3447	052	0	1	02	01	H3447_052_0	5	16b2	002	2	1	2	1	30	30	2		
H3447	052	0	1	02	01	H3447_052_0	5	16b4	002	2	1	2	1	30	30	2		
H3447	052	0	1	02	01	H3447_052_0	5	16b5	002	2	1	2	1	30	30	2		
H3447	052	0	1	02	01	H3447_052_0	5	16c1	002	2	1	2	1	60	75	2		
H3447	052	0	1	02	01	H3447_052_0	5	16c10	002	2	1	2	1	75	75	2		
H3447	052	0	1	02	01	H3447_052_0	5	16c2	002	2	1	2	1	75	75	2		
H3447	052	0	1	02	01	H3447_052_0	5	16c3	002	2	1	2	1	75	75	2		
H3447	052	0	1	02	01	H3447_052_0	5	16c4	002	2	1	2	1	75	75	2		
H3447	052	0	1	02	01	H3447_052_0	5	16c8	002	2	1	2	1	75	75	2		
H3447	052	0	1	02	01	H3447_052_0	5	17b1	002	2	2							
H3447	052	0	1	02	01	H3447_052_0	5	17b2	002	2	2							
H3447	052	0	1	02	01	H3447_052_0	5	17b3	002	2	2							
H3447	052	0	1	02	01	H3447_052_0	5	17b4	002	2	2							
H3447	052	0	1	02	01	H3447_052_0	5	16b1	003	2	1	2	1	20	20	2		
H3447	052	0	1	02	01	H3447_052_0	5	16b2	003	2	1	2	1	20	20	2		
H3447	052	0	1	02	01	H3447_052_0	5	16b4	003	2	1	2	1	20	20	2		
H3447	052	0	1	02	01	H3447_052_0	5	16b5	003	2	1	2	1	20	20	2		
H3447	056	0	1	02	01	H3447_056_0	5	16b1	001	2	1	2	1	30	30	2		
H3447	056	0	1	02	01	H3447_056_0	5	16b2	001	2	1	2	1	30	30	2		
H3447	056	0	1	02	01	H3447_056_0	5	16b4	001	2	1	2	1	30	30	2		
H3447	056	0	1	02	01	H3447_056_0	5	16b5	001	2	1	2	1	30	30	2		
H3447	056	0	1	02	01	H3447_056_0	5	16c1	001	2	1	2	1	60	60	2		
H3447	056	0	1	02	01	H3447_056_0	5	16c10	001	2	1	2	1	75	75	2		
H3447	056	0	1	02	01	H3447_056_0	5	16c2	001	2	1	2	1	75	75	2		
H3447	056	0	1	02	01	H3447_056_0	5	16c3	001	2	1	2	1	75	75	2		
H3447	056	0	1	02	01	H3447_056_0	5	16c8	001	2	1	2	1	75	75	2		
H3447	056	0	1	02	01	H3447_056_0	5	17b1	001	2	2							
H3447	056	0	1	02	01	H3447_056_0	5	17b2	001	2	2							
H3447	056	0	1	02	01	H3447_056_0	5	17b3	001	2	2							
H3447	056	0	1	02	01	H3447_056_0	5	17b4	001	2	2							
H3447	056	0	1	02	01	H3447_056_0	5	16b1	002	2	1	2	1	30	30	2		
H3447	056	0	1	02	01	H3447_056_0	5	16b2	002	2	1	2	1	30	30	2		
H3447	056	0	1	02	01	H3447_056_0	5	16b4	002	2	1	2	1	30	30	2		
H3447	056	0	1	02	01	H3447_056_0	5	16b5	002	2	1	2	1	30	30	2		
H3447	056	0	1	02	01	H3447_056_0	5	16c1	002	2	1	2	1	60	75	2		
H3447	056	0	1	02	01	H3447_056_0	5	16c10	002	2	1	2	1	75	75	2		
H3447	056	0	1	02	01	H3447_056_0	5	16c2	002	2	1	2	1	75	75	2		
H3447	056	0	1	02	01	H3447_056_0	5	16c3	002	2	1	2	1	75	75	2		
H3447	056	0	1	02	01	H3447_056_0	5	16c4	002	2	1	2	1	75	75	2		
H3447	056	0	1	02	01	H3447_056_0	5	16c8	002	2	1	2	1	75	75	2		
H3447	056	0	1	02	01	H3447_056_0	5	17b1	002	2	2							
H3447	056	0	1	02	01	H3447_056_0	5	17b2	002	2	2							
H3447	056	0	1	02	01	H3447_056_0	5	17b3	002	2	2							
H3447	056	0	1	02	01	H3447_056_0	5	17b4	002	2	2							
H3447	056	0	1	02	01	H3447_056_0	5	16b1	003	2	1	2	1	20	20	2		
H3447	056	0	1	02	01	H3447_056_0	5	16b2	003	2	1	2	1	20	20	2		
H3447	056	0	1	02	01	H3447_056_0	5	16b4	003	2	1	2	1	20	20	2		
H3447	056	0	1	02	01	H3447_056_0	5	16b5	003	2	1	2	1	20	20	2		
H3528	011	1	1	02	01	H3528_011_1	13	16c1	001	2	1	1						
H3528	011	1	1	02	01	H3528_011_1	13	16c10	001	2	1	1						
H3528	011	1	1	02	01	H3528_011_1	13	16c2	001	2	1	1						
H3528	011	1	1	02	01	H3528_011_1	13	16c3	001	2	1	1						
H3528	011	1	1	02	01	H3528_011_1	13	16c4	001	2	1	1						
H3528	011	1	1	02	01	H3528_011_1	13	16c6	001	2	1	1						
H3528	011	1	1	02	01	H3528_011_1	13	16c7	001	2	1	1						
H3528	011	1	1	02	01	H3528_011_1	13	16c8	001	2	1	1						
H3528	011	1	1	02	01	H3528_011_1	13	16c1	002	2	1	1						
H3528	011	1	1	02	01	H3528_011_1	13	16c10	002	2	1	1						
H3528	011	1	1	02	01	H3528_011_1	13	16c2	002	2	1	1						
H3528	011	1	1	02	01	H3528_011_1	13	16c3	002	2	1	1						
H3528	011	1	1	02	01	H3528_011_1	13	16c4	002	2	1	1						
H3528	011	1	1	02	01	H3528_011_1	13	16c6	002	2	1	1						
H3528	011	1	1	02	01	H3528_011_1	13	16c7	002	2	1	1						
H3528	011	1	1	02	01	H3528_011_1	13	16c8	002	2	1	1						
H3528	011	1	1	02	01	H3528_011_1	13	16b1	003	2	1	1						
H3528	011	1	1	02	01	H3528_011_1	13	16b2	003	2	1	1						
H3528	011	1	1	02	01	H3528_011_1	13	16b3	003	2	1	1						
H3528	011	1	1	02	01	H3528_011_1	13	16b4	003	2	1	1						
H3528	011	1	1	02	01	H3528_011_1	13	16b5	003	2	1	1						
H3528	011	1	1	02	01	H3528_011_1	13	16b6	003	2	1	1						
H3528	011	1	1	02	01	H3528_011_1	13	16c1	003	2	1	1						
H3528	011	1	1	02	01	H3528_011_1	13	16c10	003	2	1	1						
H3528	011	1	1	02	01	H3528_011_1	13	16c2	003	2	1	1						
H3528	011	1	1	02	01	H3528_011_1	13	16c3	003	2	1	1						
H3528	011	1	1	02	01	H3528_011_1	13	16c4	003	2	1	1						
H3528	011	1	1	02	01	H3528_011_1	13	16c5	003	2	1	1						
H3528	011	1	1	02	01	H3528_011_1	13	16c6	003	2	1	1						
H3528	011	1	1	02	01	H3528_011_1	13	16c7	003	2	1	1						
H3528	011	1	1	02	01	H3528_011_1	13	16c8	003	2	1	1						
H3528	011	1	1	02	01	H3528_011_1	13	16c9	003	2	1	1						
H3528	011	2	1	02	01	H3528_011_2	13	16c1	001	2	1	1						
H3528	011	2	1	02	01	H3528_011_2	13	16c10	001	2	1	1						
H3528	011	2	1	02	01	H3528_011_2	13	16c2	001	2	1	1						
H3528	011	2	1	02	01	H3528_011_2	13	16c3	001	2	1	1						
H3528	011	2	1	02	01	H3528_011_2	13	16c4	001	2	1	1						
H3528	011	2	1	02	01	H3528_011_2	13	16c6	001	2	1	1						
H3528	011	2	1	02	01	H3528_011_2	13	16c7	001	2	1	1						
H3528	011	2	1	02	01	H3528_011_2	13	16c8	001	2	1	1						
H3528	011	2	1	02	01	H3528_011_2	13	16c1	002	2	1	1						
H3528	011	2	1	02	01	H3528_011_2	13	16c10	002	2	1	1						
H3528	011	2	1	02	01	H3528_011_2	13	16c2	002	2	1	1						
H3528	011	2	1	02	01	H3528_011_2	13	16c3	002	2	1	1						
H3528	011	2	1	02	01	H3528_011_2	13	16c4	002	2	1	1						
H3528	011	2	1	02	01	H3528_011_2	13	16c6	002	2	1	1						
H3528	011	2	1	02	01	H3528_011_2	13	16c7	002	2	1	1						
H3528	011	2	1	02	01	H3528_011_2	13	16c8	002	2	1	1						
H3528	011	2	1	02	01	H3528_011_2	13	16b1	003	2	1	1						
H3528	011	2	1	02	01	H3528_011_2	13	16b2	003	2	1	1						
H3528	011	2	1	02	01	H3528_011_2	13	16b3	003	2	1	1						
H3528	011	2	1	02	01	H3528_011_2	13	16b4	003	2	1	1						
H3528	011	2	1	02	01	H3528_011_2	13	16b5	003	2	1	1						
H3528	011	2	1	02	01	H3528_011_2	13	16b6	003	2	1	1						
H3528	011	2	1	02	01	H3528_011_2	13	16c1	003	2	1	1						
H3528	011	2	1	02	01	H3528_011_2	13	16c10	003	2	1	1						
H3528	011	2	1	02	01	H3528_011_2	13	16c2	003	2	1	1						
H3528	011	2	1	02	01	H3528_011_2	13	16c3	003	2	1	1						
H3528	011	2	1	02	01	H3528_011_2	13	16c4	003	2	1	1						
H3528	011	2	1	02	01	H3528_011_2	13	16c5	003	2	1	1						
H3528	011	2	1	02	01	H3528_011_2	13	16c6	003	2	1	1						
H3528	011	2	1	02	01	H3528_011_2	13	16c7	003	2	1	1						
H3528	011	2	1	02	01	H3528_011_2	13	16c8	003	2	1	1						
H3528	011	2	1	02	01	H3528_011_2	13	16c9	003	2	1	1						
H3528	015	0	1	02	01	H3528_015_0	13	16b1	001	2	1	1						
H3528	015	0	1	02	01	H3528_015_0	13	16b2	001	2	1	1						
H3528	015	0	1	02	01	H3528_015_0	13	16b3	001	2	1	1						
H3528	015	0	1	02	01	H3528_015_0	13	16b4	001	2	1	1						
H3528	015	0	1	02	01	H3528_015_0	13	16b5	001	2	1	1						
H3528	015	0	1	02	01	H3528_015_0	13	16b6	001	2	1	1						
H3528	015	0	1	02	01	H3528_015_0	13	16c1	001	2	1	1						
H3528	015	0	1	02	01	H3528_015_0	13	16c10	001	2	1	1						
H3528	015	0	1	02	01	H3528_015_0	13	16c2	001	2	1	1						
H3528	015	0	1	02	01	H3528_015_0	13	16c3	001	2	1	1						
H3528	015	0	1	02	01	H3528_015_0	13	16c4	001	2	1	1						
H3528	015	0	1	02	01	H3528_015_0	13	16c6	001	2	1	1						
H3528	015	0	1	02	01	H3528_015_0	13	16c7	001	2	1	1						
H3528	015	0	1	02	01	H3528_015_0	13	16c8	001	2	1	1						
H3528	015	0	1	02	01	H3528_015_0	13	16b1	002	2	1	1						
H3528	015	0	1	02	01	H3528_015_0	13	16b2	002	2	1	1						
H3528	015	0	1	02	01	H3528_015_0	13	16b3	002	2	1	1						
H3528	015	0	1	02	01	H3528_015_0	13	16b4	002	2	1	1						
H3528	015	0	1	02	01	H3528_015_0	13	16b5	002	2	1	1						
H3528	015	0	1	02	01	H3528_015_0	13	16b6	002	2	1	1						
H3528	015	0	1	02	01	H3528_015_0	13	16c1	002	2	1	1						
H3528	015	0	1	02	01	H3528_015_0	13	16c10	002	2	1	1						
H3528	015	0	1	02	01	H3528_015_0	13	16c2	002	2	1	1						
H3528	015	0	1	02	01	H3528_015_0	13	16c3	002	2	1	1						
H3528	015	0	1	02	01	H3528_015_0	13	16c4	002	2	1	1						
H3528	015	0	1	02	01	H3528_015_0	13	16c6	002	2	1	1						
H3528	015	0	1	02	01	H3528_015_0	13	16c7	002	2	1	1						
H3528	015	0	1	02	01	H3528_015_0	13	16c8	002	2	1	1						
H3528	015	0	1	02	01	H3528_015_0	13	16b1	003	2	1	1						
H3528	015	0	1	02	01	H3528_015_0	13	16b2	003	2	1	1						
H3528	015	0	1	02	01	H3528_015_0	13	16b3	003	2	1	1						
H3528	015	0	1	02	01	H3528_015_0	13	16b4	003	2	1	1						
H3528	015	0	1	02	01	H3528_015_0	13	16b5	003	2	1	1						
H3528	015	0	1	02	01	H3528_015_0	13	16b6	003	2	1	1						
H3528	015	0	1	02	01	H3528_015_0	13	16c1	003	2	1	1						
H3528	015	0	1	02	01	H3528_015_0	13	16c10	003	2	1	1						
H3528	015	0	1	02	01	H3528_015_0	13	16c2	003	2	1	1						
H3528	015	0	1	02	01	H3528_015_0	13	16c3	003	2	1	1						
H3528	015	0	1	02	01	H3528_015_0	13	16c4	003	2	1	1						
H3528	015	0	1	02	01	H3528_015_0	13	16c5	003	2	1	1						
H3528	015	0	1	02	01	H3528_015_0	13	16c6	003	2	1	1						
H3528	015	0	1	02	01	H3528_015_0	13	16c7	003	2	1	1						
H3528	015	0	1	02	01	H3528_015_0	13	16c8	003	2	1	1						
H3528	015	0	1	02	01	H3528_015_0	13	16c9	003	2	1	1						
H3528	016	0	1	02	01	H3528_016_0	14	16b1	001	2	1	1						
H3528	016	0	1	02	01	H3528_016_0	14	16b2	001	2	1	1						
H3528	016	0	1	02	01	H3528_016_0	14	16b3	001	2	1	1						
H3528	016	0	1	02	01	H3528_016_0	14	16b4	001	2	1	1						
H3528	016	0	1	02	01	H3528_016_0	14	16b5	001	2	1	1						
H3528	016	0	1	02	01	H3528_016_0	14	16b6	001	2	1	1						
H3528	016	0	1	02	01	H3528_016_0	14	16c1	001	2	1	1						
H3528	016	0	1	02	01	H3528_016_0	14	16c10	001	2	1	1						
H3528	016	0	1	02	01	H3528_016_0	14	16c2	001	2	1	1						
H3528	016	0	1	02	01	H3528_016_0	14	16c3	001	2	1	1						
H3528	016	0	1	02	01	H3528_016_0	14	16c4	001	2	1	1						
H3528	016	0	1	02	01	H3528_016_0	14	16c6	001	2	1	1						
H3528	016	0	1	02	01	H3528_016_0	14	16c7	001	2	1	1						
H3528	016	0	1	02	01	H3528_016_0	14	16c8	001	2	1	1						
H3528	016	0	1	02	01	H3528_016_0	14	16b1	002	2	1	1						
H3528	016	0	1	02	01	H3528_016_0	14	16b2	002	2	1	1						
H3528	016	0	1	02	01	H3528_016_0	14	16b3	002	2	1	1						
H3528	016	0	1	02	01	H3528_016_0	14	16b4	002	2	1	1						
H3528	016	0	1	02	01	H3528_016_0	14	16b5	002	2	1	1						
H3528	016	0	1	02	01	H3528_016_0	14	16b6	002	2	1	1						
H3528	016	0	1	02	01	H3528_016_0	14	16c1	002	2	1	1						
H3528	016	0	1	02	01	H3528_016_0	14	16c10	002	2	1	1						
H3528	016	0	1	02	01	H3528_016_0	14	16c2	002	2	1	1						
H3528	016	0	1	02	01	H3528_016_0	14	16c3	002	2	1	1						
H3528	016	0	1	02	01	H3528_016_0	14	16c4	002	2	1	1						
H3528	016	0	1	02	01	H3528_016_0	14	16c6	002	2	1	1						
H3528	016	0	1	02	01	H3528_016_0	14	16c7	002	2	1	1						
H3528	016	0	1	02	01	H3528_016_0	14	16c8	002	2	1	1						
H3528	016	0	1	02	01	H3528_016_0	14	16b1	003	2	1	1						
H3528	016	0	1	02	01	H3528_016_0	14	16b2	003	2	1	1						
H3528	016	0	1	02	01	H3528_016_0	14	16b3	003	2	1	1						
H3528	016	0	1	02	01	H3528_016_0	14	16b4	003	2	1	1						
H3528	016	0	1	02	01	H3528_016_0	14	16b5	003	2	1	1						
H3528	016	0	1	02	01	H3528_016_0	14	16b6	003	2	1	1						
H3528	016	0	1	02	01	H3528_016_0	14	16c1	003	2	1	1						
H3528	016	0	1	02	01	H3528_016_0	14	16c10	003	2	1	1						
H3528	016	0	1	02	01	H3528_016_0	14	16c2	003	2	1	1						
H3528	016	0	1	02	01	H3528_016_0	14	16c3	003	2	1	1						
H3528	016	0	1	02	01	H3528_016_0	14	16c4	003	2	1	1						
H3528	016	0	1	02	01	H3528_016_0	14	16c5	003	2	1	1						
H3528	016	0	1	02	01	H3528_016_0	14	16c6	003	2	1	1						
H3528	016	0	1	02	01	H3528_016_0	14	16c7	003	2	1	1						
H3528	016	0	1	02	01	H3528_016_0	14	16c8	003	2	1	1						
