pbp_a_hnumber	pbp_a_plan_identifier	segment_id	pbp_a_ben_cov	pbp_a_plan_type	orgtype	bid_id	version	pbp_vbid_group_id	pbp_b13i_bendesc_oth	pbp_b13i_o1_bendesc_service	pbp_b13i_o1_bendesc_amo	pbp_b13i_o1_maxplan_yn	pbp_b13i_o1_maxplan_amt	pbp_b13i_o1_maxplan_per	pbp_b13i_o1_maxplan_per_d	pbp_b13i_o1_maxenr_yn	pbp_b13i_o1_maxenr_amt	pbp_b13i_o1_maxenr_per	pbp_b13i_o1_maxenr_per_d	pbp_b13i_o1_coins_yn	pbp_b13i_o1_coins_pct_min	pbp_b13i_o1_coins_pct_max	pbp_b13i_o1_ded_yn	pbp_b13i_o1_ded_amt	pbp_b13i_o1_copay_yn	pbp_b13i_o1_copay_amt_min	pbp_b13i_o1_copay_amt_max	pbp_b13i_o1_auth_yn	pbp_b13i_o1_refer_yn	pbp_b13i_o2_bendesc_service	pbp_b13i_o2_bendesc_amo	pbp_b13i_o2_maxplan_yn	pbp_b13i_o2_maxplan_amt	pbp_b13i_o2_maxplan_per	pbp_b13i_o2_maxplan_per_d	pbp_b13i_o2_maxenr_yn	pbp_b13i_o2_maxenr_amt	pbp_b13i_o2_maxenr_per	pbp_b13i_o2_maxenr_per_d	pbp_b13i_o2_coins_yn	pbp_b13i_o2_coins_pct_min	pbp_b13i_o2_coins_pct_max	pbp_b13i_o2_ded_yn	pbp_b13i_o2_ded_amt	pbp_b13i_o2_copay_yn	pbp_b13i_o2_copay_amt_min	pbp_b13i_o2_copay_amt_max	pbp_b13i_o2_auth_yn	pbp_b13i_o2_refer_yn	pbp_b13i_o3_bendesc_service	pbp_b13i_o3_bendesc_amo	pbp_b13i_o3_maxplan_yn	pbp_b13i_o3_maxplan_amt	pbp_b13i_o3_maxplan_per	pbp_b13i_o3_maxplan_per_d	pbp_b13i_o3_maxenr_yn	pbp_b13i_o3_maxenr_amt	pbp_b13i_o3_maxenr_per	pbp_b13i_o3_maxenr_per_d	pbp_b13i_o3_coins_yn	pbp_b13i_o3_coins_pct_min	pbp_b13i_o3_coins_pct_max	pbp_b13i_o3_ded_yn	pbp_b13i_o3_ded_amt	pbp_b13i_o3_copay_yn	pbp_b13i_o3_copay_amt_min	pbp_b13i_o3_copay_amt_max	pbp_b13i_o3_auth_yn	pbp_b13i_o3_refer_yn	pbp_b13i_o4_bendesc_service	pbp_b13i_o4_bendesc_amo	pbp_b13i_o4_maxplan_yn	pbp_b13i_o4_maxplan_amt	pbp_b13i_o4_maxplan_per	pbp_b13i_o4_maxplan_per_d	pbp_b13i_o4_maxenr_yn	pbp_b13i_o4_maxenr_amt	pbp_b13i_o4_maxenr_per	pbp_b13i_o4_maxenr_per_d	pbp_b13i_o4_coins_yn	pbp_b13i_o4_coins_pct_min	pbp_b13i_o4_coins_pct_max	pbp_b13i_o4_ded_yn	pbp_b13i_o4_ded_amt	pbp_b13i_o4_copay_yn	pbp_b13i_o4_copay_amt_min	pbp_b13i_o4_copay_amt_max	pbp_b13i_o4_auth_yn	pbp_b13i_o4_refer_yn	pbp_b13i_o5_bendesc_service	pbp_b13i_o5_bendesc_amo	pbp_b13i_o5_maxplan_yn	pbp_b13i_o5_maxplan_amt	pbp_b13i_o5_maxplan_per	pbp_b13i_o5_maxplan_per_d	pbp_b13i_o5_maxenr_yn	pbp_b13i_o5_maxenr_amt	pbp_b13i_o5_maxenr_per	pbp_b13i_o5_maxenr_per_d	pbp_b13i_o5_coins_yn	pbp_b13i_o5_coins_pct_min	pbp_b13i_o5_coins_pct_max	pbp_b13i_o5_ded_yn	pbp_b13i_o5_ded_amt	pbp_b13i_o5_copay_yn	pbp_b13i_o5_copay_amt_min	pbp_b13i_o5_copay_amt_max	pbp_b13i_o5_auth_yn	pbp_b13i_o5_refer_yn
H5577	017	0	1	01	01	H5577_017_0	8	1	00111																					Pet food and supplies	2	1	0.00	7		2				2			2		2			2	2	Memory and Cognitive Function Support	2	1	0.00	7		2				2			2		2			2	2	Barber/Salon Services	2	2				2				2			2		2			2	2																				
H5577	038	0	1	01	01	H5577_038_0	8	1	00111																					Pet food and supplies	2	1	0.00	7		2				2			2		2			2	2	Memory and Cognitive Function Support	2	1	0.00	7		2				2			2		2			2	2	Barber/Salon Services	2	2				2				2			2		2			2	2																				
H5577	042	0	1	01	01	H5577_042_0	8	1	00111																					Pet food and supplies	2	1	0.00	7		2				2			2		2			2	2	Memory and Cognitive Function Support	2	1	0.00	7		2				2			2		2			2	2	Barber/Salon Services	2	2				2				2			2		2			2	2																				
H5577	043	0	1	01	01	H5577_043_0	8	1	00111																					Pet food and supplies	2	1	0.00	7		2				2			2		2			2	2	Memory and Cognitive Function Support	2	1	0.00	7		2				2			2		2			2	2	Barber/Salon Services	2	2				2				2			2		2			2	2																				
H5577	044	0	1	01	01	H5577_044_0	10	1	00001																																																													Barber/Salon Services	2	2				2				2			2		2			2	2																				
H5577	046	0	1	01	01	H5577_046_0	9	1	00111																					Pet food and supplies	2	1	0.00	7		2				2			2		2			2	2	Memory and Cognitive Function Support	2	1	0.00	7		2				2			2		2			2	2	Barber/Salon Services	2	2				2				2			2		2			2	2																				
H5577	052	0	1	01	01	H5577_052_0	8	1	00111																					Pet food and supplies	2	1	0.00	7		2				2			2		2			2	2	Memory and Cognitive Function Support	2	1	0.00	7		2				2			2		2			2	2	Barber/Salon Services	2	2				2				2			2		2			2	2																				
H5577	054	1	1	01	01	H5577_054_1	10	1	00111																					Pet food and supplies	2	1	0.00	7		2				2			2		2			2	2	Memory and Cognitive Function Support	2	1	0.00	7		2				2			2		2			2	2	Barber/Salon Services	2	2				2				2			2		2			2	2																				
H5577	054	2	1	01	01	H5577_054_2	10	1	00111																					Pet food and supplies	2	1	0.00	7		2				2			2		2			2	2	Memory and Cognitive Function Support	2	1	0.00	7		2				2			2		2			2	2	Barber/Salon Services	2	2				2				2			2		2			2	2																				
H5577	054	3	1	01	01	H5577_054_3	9	1	00111																					Pet food and supplies	2	1	0.00	7		2				2			2		2			2	2	Memory and Cognitive Function Support	2	1	0.00	7		2				2			2		2			2	2	Barber/Salon Services	2	2				2				2			2		2			2	2																				
H5577	056	1	1	01	01	H5577_056_1	10	1	00111																					Pet food and supplies	2	1	0.00	7		2				2			2		2			2	2	Memory and Cognitive Function Support	2	1	0.00	7		2				2			2		2			2	2	Barber/Salon Services	2	2				2				2			2		2			2	2																				
H5577	056	2	1	01	01	H5577_056_2	10	1	00111																					Pet food and supplies	2	1	0.00	7		2				2			2		2			2	2	Memory and Cognitive Function Support	2	1	0.00	7		2				2			2		2			2	2	Barber/Salon Services	2	2				2				2			2		2			2	2																				
H5577	056	4	1	01	01	H5577_056_4	10	1	00111																					Pet food and supplies	2	1	0.00	7		2				2			2		2			2	2	Memory and Cognitive Function Support	2	1	0.00	7		2				2			2		2			2	2	Barber/Salon Services	2	2				2				2			2		2			2	2																				
H5577	059	0	1	01	01	H5577_059_0	8	1	00111																					Pet food and supplies	2	1	0.00	7		2				2			2		2			2	2	Memory and Cognitive Function Support	2	1	0.00	7		2				2			2		2			2	2	Barber/Salon Services	2	2				2				2			2		2			2	2																				
H5577	060	0	1	01	01	H5577_060_0	9	1	00111																					Pet food and supplies	2	1	0.00	7		2				2			2		2			2	2	Memory and Cognitive Function Support	2	1	0.00	7		2				2			2		2			2	2	Barber/Salon Services	2	2				2				2			2		2			2	2																				
H5577	061	0	1	01	01	H5577_061_0	9	1	00111																					Pet food and supplies	2	1	0.00	7		2				2			2		2			2	2	Memory and Cognitive Function Support	2	1	0.00	7		2				2			2		2			2	2	Barber/Salon Services	2	2				2				2			2		2			2	2																				
H5577	062	0	1	01	01	H5577_062_0	10	1	01000	Barber/Salon Services	2	2				2				2			2		2			2	2																																																																																
H5593	001	0	1	01	01	H5593_001_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5593	801	0	1	01	01	H5593_801_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H5793	017	0	1	02	01	H5793_017_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5793	019	0	1	02	01	H5793_019_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5793	020	0	1	02	01	H5793_020_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5793	801	0	1	01	01	H5793_801_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H5793	802	0	1	01	01	H5793_802_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H5937	001	0	1	01	01	H5937_001_0	13	1	01100	Stress reduction kit	2	2				2				2			2		2			2	2	ADHD/Autism kit	2	2				2				2			2		2			2	2																																																												
H6396	017	0	1	01	01	H6396_017_0	6	1	01100	Personal Care Items	2	1	0.00	7		2				2			2		2			2	2	Pet Care Items	2	1	0.00	7		2				2			2		2			2	2																																																												
H6399	001	0	1	01	01	H6399_001_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H6959	001	0	1	01	01	H6959_001_0	6	1	01000	Beauty and Barber Shop	2	2				2				2			2		2			2	2																																																																																
H7074	001	0	1	04	01	H7074_001_0	8	1	01000	Pet Services	2	2				2				2			2		2			1	1																																																																																
H7149	006	0	1	01	01	H7149_006_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H7149	801	0	1	01	01	H7149_801_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H7301	803	0	1	04	01	H7301_803_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H7557	001	0	1	01	01	H7557_001_0	6	1	01100	Personal Hygiene Items	2	2				2				2			2		2			2	1	Memory Support Items	2	2				2				2			2		2			2	1																																																												
H8332	801	0	1	01	01	H8332_801_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H8379	001	0	1	01	01	H8379_001_0	6	1	01000	Personal Care Items	2	2				2				2			2		2			2	2																																																																																
H8379	003	1	1	01	01	H8379_003_1	6	1	01000	Personal Care Items	2	2				2				2			2		2			2	2																																																																																
H8379	003	2	1	01	01	H8379_003_2	6	1	01000	Personal Care Items	2	2				2				2			2		2			2	2																																																																																
H8379	003	3	1	01	01	H8379_003_3	6	1	01000	Personal Care Items	2	2				2				2			2		2			2	2																																																																																
H8379	003	4	1	01	01	H8379_003_4	6	1	01000	Personal Care Items	2	2				2				2			2		2			2	2																																																																																
H8390	015	0	1	01	01	H8390_015_0	6	1	01100	Personal Care Items	2	1	0.00	7		2				2			2		2			2	2	Pet Care Items	2	1	0.00	7		2				2			2		2			2	2																																																												
H8390	017	0	1	01	01	H8390_017_0	6	1	01100	Personal Care Items	2	1	0.00	7		2				2			2		2			2	2	Pet Care Items	2	1	0.00	7		2				2			2		2			2	2																																																												
H8457	001	0	1	01	01	H8457_001_0	4	1	01100	Personal Hygiene Items	2	2				2				2			2		2			2	1	Memory Support Items	2	2				2				2			2		2			1	1																																																												
H8597	001	0	1	01	01	H8597_001_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H8597	002	0	1	01	01	H8597_002_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H8597	003	0	1	01	01	H8597_003_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H8649	010	0	1	01	01	H8649_010_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H8649	801	0	1	01	01	H8649_801_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H8649	803	0	1	01	01	H8649_803_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H8832	001	0	1	04	01	H8832_001_0	7	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H8832	002	0	1	04	01	H8832_002_0	7	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H8832	003	0	1	04	01	H8832_003_0	6	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H9066	002	0	1	01	01	H9066_002_0	6	1	01000	Beauty/Barber Shop	2	2				2				2			2		2			2	2																																																																																
H9314	001	0	1	01	01	H9314_001_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H9431	801	0	1	04	01	H9431_801_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H9590	001	0	1	01	01	H9590_001_0	4	1	01100	Personal Hygiene Items	2	2				2				2			2		2			2	1	Memory Support Items	2	2				2				2			2		2			2	1																																																												
H9686	004	0	1	01	01	H9686_004_0	7	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H9686	005	0	1	01	01	H9686_005_0	8	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H9686	006	0	1	01	01	H9686_006_0	7	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H9686	007	0	1	01	01	H9686_007_0	7	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H9686	008	0	1	01	01	H9686_008_0	10	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H9686	009	0	1	01	01	H9686_009_0	7	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H9771	001	0	1	01	01	H9771_001_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H9917	001	0	1	01	01	H9917_001_0	5	1	01000	Beauty and Barber Shop	2	2				2				2			2		2			2	2																																																																																
H9917	004	0	1	01	01	H9917_004_0	5	1	01000	Beauty and Barber Shop	2	2				2				2			2		2			2	2																																																																																
H9942	001	0	1	04	01	H9942_001_0	6	1	01100	Personal Hygiene Items	2	2				2				2			2		2			2	1	Memory Support Items	2	2				2				2			2		2			2	1																																																												
H9942	002	0	1	04	01	H9942_002_0	6	1	01100	Personal Hygiene Items	2	2				2				2			2		2			2	1	Memory Support Items	2	2				2				2			2		2			2	2																																																												
