pbp_a_hnumber	pbp_a_plan_identifier	segment_id	pbp_a_ben_cov	pbp_a_plan_type	orgtype	bid_id	version	pbp_vbid_group_id	pbp_b14c_bendesc_yn	pbp_b14c_bendesc_ehc	pbp_b14c_bendesc_amo_hec	pbp_b14c_bendesc_amo_ntb	pbp_b14c_bendesc_lim_ntb	pbp_b14c_bendesc_num_ntb	pbp_b14c_bendesc_dur_ntb	pbp_b14c_bendesc_amo_sc	pbp_b14c_bendesc_visit_num_sc	pbp_b14c_bendesc_amo_mhc	pbp_b14c_bendesc_typ_mhc	pbp_b14c_bendesc_amo_edm	pbp_b14c_bendesc_amo_tm	pbp_b14c_bendesc_amo_rat	pbp_b14c_rat_bendesc_ehc	pbp_b14c_bendesc_amo_bsd	pbp_b14c_bendesc_amo_cs	pbp_b14c_bendesc_lim_cs	pbp_b14c_bendesc_num_cs	pbp_b14c_bendesc_dur_cs	pbp_b14c_bendesc_dur_num_cs	pbp_b14c_bendesc_amo_isa	pbp_b14c_bendesc_amo_prs	pbp_b14c_bendesc_amo_mnt	pbp_b14c_mnt_mcd_yn	pbp_b14c_mnt_mcd_unit	pbp_b14c_mnt_mcd_unit_d	pbp_b14c_mnt_mcd_num	pbp_b14c_mnt_nmcd_yn	pbp_b14c_mnt_nmcd_unit	pbp_b14c_mnt_nmcd_num	pbp_b14c_bendesc_amo_imr	pbp_b14c_bendesc_amo_rp	pbp_b14c_rp_bendesc_ehc	pbp_b14c_rp_bendesc_other	pbp_b14c_bendesc_amo_wig	pbp_b14c_bendesc_amo_wm	pbp_b14c_bendesc_amo_at	pbp_b14c_bendesc_lim_at	pbp_b14c_at_visits	pbp_b14c_bendesc_thp_msg	pbp_b14c_thp_msg_unlimited	pbp_b14c_thp_msg_num_amt	pbp_b14c_thp_msg_period	pbp_b14c_thp_msg_period_d	pbp_b14c_bendesc_adcs	pbp_b14c_bendesc_hbpc	pbp_b14c_bendesc_ihss	pbp_b14c_bendesc_sce	pbp_b14c_sce_type_chk	pbp_b14c_sce_note	pbp_b14c_maxplan_yn	pbp_b14c_maxplan_ehc	pbp_b14c_maxplan_amt_hec	pbp_b14c_maxplan_per_hec	pbp_b14c_maxplan_per_hec_d	pbp_b14c_maxplan_amt_ntb	pbp_b14c_maxplan_per_ntb	pbp_b14c_maxplan_per_ntb_d	pbp_b14c_maxplan_amt_sc	pbp_b14c_maxplan_per_sc	pbp_b14c_maxplan_per_sc_d	pbp_b14c_maxplan_amt_mhc	pbp_b14c_maxplan_per_mhc	pbp_b14c_maxplan_per_mhc_d	pbp_b14c_maxplan_amt_edm	pbp_b14c_maxplan_per_edm	pbp_b14c_maxplan_per_edm_d	pbp_b14c_maxplan_amt_tm	pbp_b14c_maxplan_per_tm	pbp_b14c_maxplan_per_tm_d	pbp_b14c_maxplan_amt_rat	pbp_b14c_maxplan_per_rat	pbp_b14c_maxplan_per_rat_d	pbp_b14c_maxplan_amt_bsd	pbp_b14c_maxplan_per_bsd	pbp_b14c_maxplan_per_bsd_d	pbp_b14c_maxplan_amt_cs	pbp_b14c_maxplan_per_cs	pbp_b14c_maxplan_per_cs_d	pbp_b14c_maxplan_amt_isa	pbp_b14c_maxplan_per_isa	pbp_b14c_maxplan_per_isa_d	pbp_b14c_maxplan_amt_prs	pbp_b14c_maxplan_per_prs	pbp_b14c_maxplan_per_prs_d	pbp_b14c_maxplan_amt_mnt	pbp_b14c_maxplan_per_mnt	pbp_b14c_maxplan_per_mnt_d	pbp_b14c_maxplan_amt_imr	pbp_b14c_maxplan_per_imr	pbp_b14c_maxplan_per_imr_d	pbp_b14c_maxplan_amt_rp	pbp_b14c_maxplan_per_rp	pbp_b14c_maxplan_per_rp_d	pbp_b14c_maxplan_amt_wig	pbp_b14c_maxplan_per_wig	pbp_b14c_maxplan_per_wig_d	pbp_b14c_maxplan_amt_wm	pbp_b14c_maxplan_per_wm	pbp_b14c_maxplan_per_wm_d	pbp_b14c_maxplan_amt_at	pbp_b14c_maxplan_per_at	pbp_b14c_maxplan_per_at_d	pbp_b14c_maxplan_amt_thms	pbp_b14c_maxplan_per_thms	pbp_b14c_maxplan_per_thms_d	pbp_b14c_maxplan_amt_adcs	pbp_b14c_maxplan_per_adcs	pbp_b14c_maxplan_per_adcs_d	pbp_b14c_maxplan_amt_hbpc	pbp_b14c_maxplan_per_hbpc	pbp_b14c_maxplan_per_hbpc_d	pbp_b14c_maxplan_amt_ihss	pbp_b14c_maxplan_per_ihss	pbp_b14c_maxplan_per_ihss_d	pbp_b14c_maxplan_amt_sce	pbp_b14c_maxplan_per_sce	pbp_b14c_maxplan_per_sce_d	pbp_b14c_maxenr_yn	pbp_b14c_maxenr_ehc	pbp_b14c_maxenr_amt_hec	pbp_b14c_maxenr_per_hec	pbp_b14c_maxenr_per_hec_d	pbp_b14c_maxenr_amt_ntb	pbp_b14c_maxenr_per_ntb	pbp_b14c_maxenr_per_ntb_d	pbp_b14c_maxenr_amt_sc	pbp_b14c_maxenr_per_sc	pbp_b14c_maxenr_per_sc_d	pbp_b14c_maxenr_amt_mhc	pbp_b14c_maxenr_per_mhc	pbp_b14c_maxenr_per_mhc_d	pbp_b14c_maxenr_amt_edm	pbp_b14c_maxenr_per_edm	pbp_b14c_maxenr_per_edm_d	pbp_b14c_maxenr_amt_tm	pbp_b14c_maxenr_per_tm	pbp_b14c_maxenr_per_tm_d	pbp_b14c_maxenr_amt_rat	pbp_b14c_maxenr_per_rat	pbp_b14c_maxenr_per_rat_d	pbp_b14c_maxenr_amt_bsd	pbp_b14c_maxenr_per_bsd	pbp_b14c_maxenr_per_bsd_d	pbp_b14c_maxenr_amt_cs	pbp_b14c_maxenr_per_cs	pbp_b14c_maxenr_per_cs_d	pbp_b14c_maxenr_amt_isa	pbp_b14c_maxenr_per_isa	pbp_b14c_maxenr_per_isa_d	pbp_b14c_maxenr_amt_prs	pbp_b14c_maxenr_per_prs	pbp_b14c_maxenr_per_prs_d	pbp_b14c_maxenr_amt_mnt	pbp_b14c_maxenr_per_mnt	pbp_b14c_maxenr_per_mnt_d	pbp_b14c_maxenr_amt_imr	pbp_b14c_maxenr_per_imr	pbp_b14c_maxenr_per_imr_d	pbp_b14c_maxenr_amt_rp	pbp_b14c_maxenr_per_rp	pbp_b14c_maxenr_per_rp_d	pbp_b14c_maxenr_amt_wig	pbp_b14c_maxenr_per_wig	pbp_b14c_maxenr_per_wig_d	pbp_b14c_maxenr_amt_wm	pbp_b14c_maxenr_per_wm	pbp_b14c_maxenr_per_wm_d	pbp_b14c_maxenr_amt_at	pbp_b14c_maxenr_per_at	pbp_b14c_maxenr_per_at_d	pbp_b14c_maxenr_amt_thmg	pbp_b14c_maxenr_per_thmg	pbp_b14c_maxenr_per_thmg_d	pbp_b14c_maxenr_amt_adcs	pbp_b14c_maxenr_per_adcs	pbp_b14c_maxenr_per_adcs_d	pbp_b14c_maxenr_amt_hbpc	pbp_b14c_maxenr_per_hbpc	pbp_b14c_maxenr_per_hbpc_d	pbp_b14c_maxenr_amt_ihss	pbp_b14c_maxenr_per_ihss	pbp_b14c_maxenr_per_ihss_d	pbp_b14c_maxenr_amt_sce	pbp_b14c_maxenr_per_sce	pbp_b14c_maxenr_per_sce_d	pbp_b14c_coins_yn	pbp_b14c_coins_ehc	pbp_b14c_coins_pct_min_hec	pbp_b14c_coins_pct_max_hec	pbp_b14c_coins_pct_min_ntb	pbp_b14c_coins_pct_max_ntb	pbp_b14c_coins_pct_min_sc	pbp_b14c_coins_pct_max_sc	pbp_b14c_coins_pct_min_mhc	pbp_b14c_coins_pct_max_mhc	pbp_b14c_coins_pct_min_edm	pbp_b14c_coins_pct_max_edm	pbp_b14c_coins_pct_min_tm	pbp_b14c_coins_pct_max_tm	pbp_b14c_coins_pct_min_rat_wp	pbp_b14c_coins_pct_max_rat_wp	pbp_b14c_coins_pct_min_rat_nh	pbp_b14c_coins_pct_max_rat_nh	pbp_b14c_coins_pct_min_bsd	pbp_b14c_coins_pct_max_bsd	pbp_b14c_coins_pct_min_cs	pbp_b14c_coins_pct_max_cs	pbp_b14c_coins_pct_min_isa	pbp_b14c_coins_pct_max_isa	pbp_b14c_coins_pct_min_prs	pbp_b14c_coins_pct_max_prs	pbp_b14c_coins_pct_min_mnt	pbp_b14c_coins_pct_max_mnt	pbp_b14c_coins_pct_min_imr	pbp_b14c_coins_pct_max_imr	pbp_b14c_coins_pct_min_rp	pbp_b14c_coins_pct_max_rp	pbp_b14c_coins_pct_min_wig	pbp_b14c_coins_pct_max_wig	pbp_b14c_coins_pct_min_wm	pbp_b14c_coins_pct_max_wm	pbp_b14c_coins_pct_min_at	pbp_b14c_coins_pct_max_at	pbp_b14c_coins_pct_min_thmg	pbp_b14c_coins_pct_max_thmg	pbp_b14c_coins_pct_min_adcs	pbp_b14c_coins_pct_max_adcs	pbp_b14c_coins_pct_min_hbpc	pbp_b14c_coins_pct_max_hbpc	pbp_b14c_coins_pct_min_ihss	pbp_b14c_coins_pct_max_ihss	pbp_b14c_coins_pct_min_sce	pbp_b14c_coins_pct_max_sce	pbp_b14c_ded_yn	pbp_b14c_ded_amt	pbp_b14c_copay_yn	pbp_b14c_copay_ehc	pbp_b14c_copay_hec_min_amt	pbp_b14c_copay_hec_max_amt	pbp_b14c_copay_ntb_min_amt	pbp_b14c_copay_ntb_max_amt	pbp_b14c_copay_sc_min_amt	pbp_b14c_copay_sc_max_amt	pbp_b14c_copay_mhc_min_amt	pbp_b14c_copay_mhc_max_amt	pbp_b14c_copay_edm_min_amt	pbp_b14c_copay_edm_max_amt	pbp_b14c_copay_tm_min_amt	pbp_b14c_copay_tm_max_amt	pbp_b14c_copay_rat_wp_min_amt	pbp_b14c_copay_rat_wp_max_amt	pbp_b14c_copay_rat_nh_min_amt	pbp_b14c_copay_rat_nh_max_amt	pbp_b14c_copay_bsd_min_amt	pbp_b14c_copay_bsd_max_amt	pbp_b14c_copay_cs_min_amt	pbp_b14c_copay_cs_max_amt	pbp_b14c_copay_isa_min_amt	pbp_b14c_copay_isa_max_amt	pbp_b14c_copay_prs_min_amt	pbp_b14c_copay_prs_max_amt	pbp_b14c_copay_mnt_min_amt	pbp_b14c_copay_mnt_max_amt	pbp_b14c_copay_imr_min_amt	pbp_b14c_copay_imr_max_amt	pbp_b14c_copay_rp_min_amt	pbp_b14c_copay_rp_max_amt	pbp_b14c_copay_wig_min_amt	pbp_b14c_copay_wig_max_amt	pbp_b14c_copay_wm_min_amt	pbp_b14c_copay_wm_max_amt	pbp_b14c_copay_at_min_amt	pbp_b14c_copay_at_max_amt	pbp_b14c_copay_min_amt_thmg	pbp_b14c_copay_max_amt_thmg	pbp_b14c_copay_min_amt_adcs	pbp_b14c_copay_max_amt_adcs	pbp_b14c_copay_min_amt_hbpc	pbp_b14c_copay_max_amt_hbpc	pbp_b14c_copay_min_amt_ihss	pbp_b14c_copay_max_amt_ihss	pbp_b14c_copay_min_amt_sce	pbp_b14c_copay_max_amt_sce	pbp_b14c_auth_yn	pbp_b14c_refer_yn
H4835	801	0	1	01	01	H4835_801_0	1	1	1	14c3;14c5;14c6;14c8;14c11;14c16;14c17;						2	9999			2	2			2							2														2	2	1													2																																																																				2																																																																				2																																																2		2																																																2	2
H4835	801	0	1	01	01	H4835_801_0	1	2	1	14c1;14c2;14c3;14c4;14c5;14c6;14c7;14c8;14c9;14c10;14c11;14c12;14c13;14c14;14c15;14c16;14c17;14c18;14c19;14c20;14c21;14c22;	2	2	1		3	2	9999	2	111	2	2	2	11	2	2	1		3	999	2	2	2	1	2		999	1	2	999	2	2	1111	At plan sponsor discretion	2	2	2	1		2	1				2	2	2	2	100	At plan sponsor discretion	2																																																																				2																																																																				2																																																2		2																																																2	2
H4868	004	0	1	01	01	H4868_004_0	7	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H4868	014	0	1	01	01	H4868_014_0	7	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H4869	003	0	1	02	01	H4869_003_0	5	3	1	14c21;																																														2				2																																																																				2																																																																				2																																																2		2																																																2	2
H4869	013	0	1	02	01	H4869_013_0	5	3	1	14c21;																																														2				2																																																																				2																																																																				2																																																2		2																																																2	2
H4869	014	0	1	02	01	H4869_014_0	6	3	1	14c21;																																														2				2																																																																				2																																																																				2																																																2		2																																																2	2
H4939	001	0	1	02	01	H4939_001_0	4	1	1	14c8;14c10;14c11;14c15;14c19;14c21;14c22;														2						2	2													2										2		2	2	011		2																																																																				2																																																																				2																																																2		2																																																1	2
H4939	002	0	1	02	01	H4939_002_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H4939	003	0	1	02	01	H4939_003_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H4961	006	0	1	04	01	H4961_006_0	8	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		2																																																2	2
H4982	801	0	1	01	01	H4982_801_0	1	1	1	14c3;14c5;14c6;14c8;14c11;14c16;14c17;						2	9999			2	2			2							2														2	2	1													2																																																																				2																																																																				2																																																2		2																																																2	2
H4982	801	0	1	01	01	H4982_801_0	1	2	1	14c1;14c2;14c3;14c4;14c5;14c6;14c7;14c8;14c9;14c10;14c11;14c12;14c13;14c14;14c15;14c16;14c17;14c18;14c19;14c20;14c21;14c22;	2	2	1		3	2	9999	2	111	2	2	2	11	2	2	1		3	999	2	2	2	1	2		999	1	2	999	2	2	1111	At plan sponsor discretion	2	2	2	1		2	1				2	2	2	2	100	At plan sponsor discretion	2																																																																				2																																																																				2																																																2		2																																																2	2
H5178	002	0	1	01	01	H5178_002_0	3	1	1	14c8;14c10;14c11;14c15;14c19;14c21;14c22;														2						2	2													2										2		2	2	011		2																																																																				2																																																																				2																																																2		2																																																1	2
H5216	160	0	1	04	01	H5216_160_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H5216	161	0	1	04	01	H5216_161_0	4	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H5216	164	0	1	04	01	H5216_164_0	4	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H5216	179	0	1	04	01	H5216_179_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H5216	180	0	1	04	01	H5216_180_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H5216	205	0	1	04	01	H5216_205_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H5216	219	0	1	04	01	H5216_219_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H5216	220	0	1	04	01	H5216_220_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H5216	227	0	1	04	01	H5216_227_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H5216	228	0	1	04	01	H5216_228_0	4	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H5216	242	0	1	04	01	H5216_242_0	3	1	1	14c15;14c17;																																		2		2	1													2																																																																				2																																																																				2																																																2		2																																																1	2
H5216	243	0	1	04	01	H5216_243_0	2	1	1	14c15;14c17;																																		2		2	1													2																																																																				2																																																																				2																																																2		2																																																1	2
H5216	244	0	1	04	01	H5216_244_0	7	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H5216	246	0	1	04	01	H5216_246_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H5216	257	0	1	04	01	H5216_257_0	4	1	1	14c8;14c10;14c11;14c15;14c19;14c21;14c22;														2						2	2													2										2		2	2	011		2																																																																				2																																																																				2																																																2		2																																																1	2
H5216	267	0	1	04	01	H5216_267_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H5216	268	0	1	04	01	H5216_268_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H5216	277	0	1	04	01	H5216_277_0	4	1	1	14c8;14c10;14c11;14c15;14c19;14c21;14c22;														2						2	2													2										2		2	2	011		2																																																																				2																																																																				2																																																2		2																																																1	2
H5216	291	0	1	04	01	H5216_291_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H5216	292	0	1	04	01	H5216_292_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H5216	296	0	1	04	01	H5216_296_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H5216	298	0	1	04	01	H5216_298_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H5216	302	0	1	04	01	H5216_302_0	6	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H5216	330	0	1	04	01	H5216_330_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H5216	331	0	1	04	01	H5216_331_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H5216	332	0	1	04	01	H5216_332_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H5216	352	0	1	04	01	H5216_352_0	3	1	1	14c8;14c10;14c11;14c15;14c19;14c21;14c22;														2						2	2													2										2		2	2	011		2																																																																				2																																																																				2																																																2		2																																																1	2
H5216	353	0	1	04	01	H5216_353_0	3	1	1	14c8;14c10;14c11;14c15;14c19;14c21;14c22;														2						2	2													2										2		2	2	011		2																																																																				2																																																																				2																																																2		2																																																1	2
H5216	361	0	1	04	01	H5216_361_0	4	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H5216	362	0	1	04	01	H5216_362_0	2	1	1	14c15;14c17;																																		2		2	1													2																																																																				2																																																																				2																																																2		2																																																1	2
H5216	366	0	1	04	01	H5216_366_0	4	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H5216	367	0	1	04	01	H5216_367_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H5216	369	0	1	04	01	H5216_369_0	2	1	1	14c15;14c17;																																		2		2	1													2																																																																				2																																																																				2																																																2		2																																																1	2
H5216	370	0	1	04	01	H5216_370_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H5216	372	0	1	04	01	H5216_372_0	4	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H5216	375	0	1	04	01	H5216_375_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H5216	377	0	1	04	01	H5216_377_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H5216	385	0	1	04	01	H5216_385_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H5216	388	0	1	04	01	H5216_388_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H5216	394	0	1	04	01	H5216_394_0	4	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H5216	400	0	1	04	01	H5216_400_0	5	1	1	14c15;14c17;																																		2		2	1													2																																																																				2																																																																				2																																																2		2																																																1	2
H5216	401	0	1	04	01	H5216_401_0	3	1	1	14c15;14c17;																																		2		2	1													2																																																																				2																																																																				2																																																2		2																																																1	2
H5216	402	0	1	04	01	H5216_402_0	3	1	1	14c15;14c17;																																		2		2	1													2																																																																				2																																																																				2																																																2		2																																																1	2
H5216	413	0	1	04	01	H5216_413_0	2	1	1	14c15;14c17;																																		2		2	1													2																																																																				2																																																																				2																																																2		2																																																1	2
H5216	414	0	1	04	01	H5216_414_0	4	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H5216	416	0	1	04	01	H5216_416_0	2	1	1	14c15;14c17;																																		2		2	1													2																																																																				2																																																																				2																																																2		2																																																1	2
H5216	420	0	1	04	01	H5216_420_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H5216	432	0	1	04	01	H5216_432_0	3	1	1	14c8;14c10;14c11;14c15;14c19;14c21;14c22;														2						2	2													2										2		2	2	011		2																																																																				2																																																																				2																																																2		2																																																1	2
H5216	443	0	1	04	01	H5216_443_0	4	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H5216	444	0	1	04	01	H5216_444_0	2	1	1	14c15;14c17;																																		2		2	1													2																																																																				2																																																																				2																																																2		2																																																1	2
H5216	446	0	1	04	01	H5216_446_0	2	1	1	14c15;14c17;																																		2		2	1													2																																																																				2																																																																				2																																																2		2																																																1	2
H5216	447	0	1	04	01	H5216_447_0	2	1	1	14c15;14c17;																																		2		2	1													2																																																																				2																																																																				2																																																2		2																																																1	2
H5216	453	0	1	04	01	H5216_453_0	2	1	1	14c15;14c17;																																		2		2	1													2																																																																				2																																																																				2																																																2		2																																																1	2
H5216	468	0	1	04	01	H5216_468_0	4	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H5216	469	0	1	04	01	H5216_469_0	4	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H5216	470	0	1	04	01	H5216_470_0	4	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H5272	001	0	1	01	01	H5272_001_0	7	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H5294	010	0	1	01	01	H5294_010_0	8	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H5294	015	0	1	01	01	H5294_015_0	8	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H5294	021	0	1	01	01	H5294_021_0	8	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H5294	022	0	1	01	01	H5294_022_0	8	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H5294	023	0	1	01	01	H5294_023_0	8	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H5294	024	0	1	01	01	H5294_024_0	8	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H5294	025	0	1	01	01	H5294_025_0	8	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H5296	004	0	1	02	01	H5296_004_0	6	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		2																																																2	2
H5296	009	0	1	02	01	H5296_009_0	6	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		2																																																2	2
H5296	011	0	1	01	01	H5296_011_0	6	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		2																																																2	2
H5302	809	0	1	01	01	H5302_809_0	1	1	1	14c3;14c5;14c6;14c8;14c11;14c16;14c17;						2	9999			2	2			2							2														2	2	1													2																																																																				2																																																																				2																																																2		2																																																2	2
H5302	809	0	1	01	01	H5302_809_0	1	2	1	14c1;14c2;14c3;14c4;14c5;14c6;14c7;14c8;14c9;14c10;14c11;14c12;14c13;14c14;14c15;14c16;14c17;14c18;14c19;14c20;14c21;14c22;	2	2	1		3	2	9999	2	111	2	2	2	11	2	2	1		3	999	2	2	2	1	2		999	1	2	999	2	2	1111	At plan sponsor discretion	2	2	2	1		2	1				2	2	2	2	100	At plan sponsor discretion	2																																																																				2																																																																				2																																																2		2																																																2	2
H5325	005	0	1	01	01	H5325_005_0	2	2	1	14c21;																																														2				2																																																																				2																																																																				2																																																2		1	14c21;																																											0.00	0.00			2	2
H5325	006	0	1	01	01	H5325_006_0	2	2	1	14c21;																																														2				2																																																																				2																																																																				2																																																2		1	14c21;																																											0.00	0.00			2	2
H5325	014	0	1	01	01	H5325_014_0	2	2	1	14c21;																																														2				2																																																																				2																																																																				2																																																2		1	14c21;																																											0.00	0.00			2	2
H5325	015	0	1	01	01	H5325_015_0	2	2	1	14c21;																																														2				2																																																																				2																																																																				2																																																2		1	14c21;																																											0.00	0.00			2	2
H5374	001	0	1	01	01	H5374_001_0	4	1	1	14c17;																																				2	2	36												2																																																																				2																																																																				2																																																2		2																																																2	1
H5377	003	0	1	01	01	H5377_003_0	4	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H5472	001	0	1	02	01	H5472_001_0	7	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		2																																																2	2
H5472	002	0	1	02	01	H5472_002_0	7	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		2																																																2	2
H5472	004	0	1	02	01	H5472_004_0	6	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		2																																																2	2
H5472	007	0	1	02	01	H5472_007_0	7	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		2																																																2	2
H5472	009	0	1	02	01	H5472_009_0	6	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		2																																																2	2
H5475	001	0	1	02	01	H5475_001_0	9	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H5475	039	0	1	02	01	H5475_039_0	9	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H5521	801	0	1	04	01	H5521_801_0	2	1	1	14c3;14c5;14c6;14c8;14c11;14c16;14c17;						2	9999			2	2			2							2														2	2	1													2																																																																				2																																																																				2																																																2		2																																																2	2
H5521	801	0	1	04	01	H5521_801_0	2	2	1	14c1;14c2;14c3;14c4;14c5;14c6;14c7;14c8;14c9;14c10;14c11;14c12;14c13;14c14;14c15;14c16;14c17;14c18;14c19;14c20;14c21;14c22;	2	2	1		3	2	9999	2	111	2	2	2	11	2	2	1		3	999	2	2	2	1	2		999	1	2	999	2	2	1111	at plan sponsor discretion	2	2	2	1		2	1				2	2	2	2	100	at plan sponsor discretion	2																																																																				2																																																																				2																																																2		2																																																2	2
H5521	805	0	2	04	01	H5521_805_0	1	1	1	14c3;14c5;14c6;14c8;14c11;14c16;14c17;						2	9999			2	2			2							2														2	2	1													2																																																																				2																																																																				2																																																2		2																																																2	2
H5521	805	0	2	04	01	H5521_805_0	1	2	1	14c1;14c2;14c3;14c4;14c5;14c6;14c7;14c8;14c9;14c10;14c11;14c12;14c13;14c14;14c15;14c16;14c17;14c18;14c19;14c20;14c21;14c22;	2	2	1		3	2	9999	2	111	2	2	2	11	2	2	1		3	999	2	2	2	1	2		999	1	2	999	2	2	1111	at plan sponsor discretion	2	2	2	1		2	1				2	2	2	2	100	at plan sponsor discretion	2																																																																				2																																																																				2																																																2		2																																																2	2
H5522	802	0	1	04	01	H5522_802_0	1	1	1	14c3;14c5;14c6;14c8;14c11;14c16;14c17;						2	9999			2	2			2							2														2	2	1													2																																																																				2																																																																				2																																																2		2																																																2	2
