pbp_a_hnumber	pbp_a_plan_identifier	segment_id	pbp_a_ben_cov	pbp_a_plan_type	orgtype	bid_id	version	pbp_vbid_group_id	pbp_b13i_bendesc	pbp_b13i_fd_bendesc_yn	pbp_b13i_fd_bendesc_amo	pbp_b13i_fd_maxplan_yn	pbp_b13i_fd_maxplan_amt	pbp_b13i_fd_maxplan_per	pbp_b13i_fd_maxplan_per_d	pbp_b13i_fd_maxenr_yn	pbp_b13i_fd_maxenr_amt	pbp_b13i_fd_maxenr_per	pbp_b13i_fd_maxenr_per_d	pbp_b13i_fd_coins_yn	pbp_b13i_fd_coins_pct_min	pbp_b13i_fd_coins_pct_max	pbp_b13i_fd_ded_yn	pbp_b13i_fd_ded_amt	pbp_b13i_fd_copay_yn	pbp_b13i_fd_copay_amt_min	pbp_b13i_fd_copay_amt_max	pbp_b13i_fd_auth_yn	pbp_b13i_fd_refer_yn	pbp_b13i_ml_bendesc_service	pbp_b13i_ml_bendesc_amo	pbp_b13i_ml_unlimited_yn	pbp_b13i_ml_maxplan_yn	pbp_b13i_ml_maxplan_amt	pbp_b13i_ml_maxplan_per	pbp_b13i_ml_maxplan_per_d	pbp_b13i_ml_maxenr_yn	pbp_b13i_ml_maxenr_amt	pbp_b13i_ml_maxenr_per	pbp_b13i_ml_maxenr_per_d	pbp_b13i_ml_coins_yn	pbp_b13i_ml_coins_pct_min	pbp_b13i_ml_coins_pct_max	pbp_b13i_ml_ded_yn	pbp_b13i_ml_ded_amt	pbp_b13i_ml_copay_yn	pbp_b13i_ml_copay_amt_min	pbp_b13i_ml_copay_amt_max	pbp_b13i_ml_auth_yn	pbp_b13i_ml_refer_yn	pbp_b13i_ps_bendesc_yn	pbp_b13i_ps_bendesc_amo	pbp_b13i_ps_maxplan_yn	pbp_b13i_ps_maxplan_amt	pbp_b13i_ps_maxplan_per	pbp_b13i_ps_maxplan_per_d	pbp_b13i_ps_maxenr_yn	pbp_b13i_ps_maxenr_amt	pbp_b13i_ps_maxenr_per	pbp_b13i_ps_maxenr_per_d	pbp_b13i_ps_coins_yn	pbp_b13i_ps_coins_pct_min	pbp_b13i_ps_coins_pct_max	pbp_b13i_ps_ded_yn	pbp_b13i_ps_ded_amt	pbp_b13i_ps_copay_yn	pbp_b13i_ps_copay_amt_min	pbp_b13i_ps_copay_amt_max	pbp_b13i_ps_auth_yn	pbp_b13i_ps_refer_yn	pbp_b13i_t_bendesc_yn	pbp_b13i_t_bendesc_trn	pbp_b13i_t_bendesc_amo_pal	pbp_b13i_t_bendesc_lim_pal	pbp_b13i_t_bendesc_amt_pal	pbp_b13i_t_bendesc_per_pal	pbp_b13i_t_bendesc_per_pal_d	pbp_b13i_t_bendesc_tt_pal	pbp_b13i_t_bendesc_tt_pal_d	pbp_b13i_t_bendesc_amt_pal_day	pbp_b13i_t_bendesc_mt_pal	pbp_b13i_t_bendesc_mt_pal_d	pbp_b13i_t_bendesc_amo_al	pbp_b13i_t_bendesc_lim_al	pbp_b13i_t_bendesc_amt_al	pbp_b13i_t_bendesc_per_al	pbp_b13i_t_bendesc_per_al_d	pbp_b13i_t_bendesc_tt_al	pbp_b13i_t_bendesc_tt_al_d	pbp_b13i_t_bendesc_amt_al_days	pbp_b13i_t_bendesc_mt_al	pbp_b13i_t_bendesc_mt_al_d	pbp_b13i_t_maxplan_yn	pbp_b13i_t_maxplan_amt	pbp_b13i_t_maxplan_per	pbp_b13i_t_maxplan_per_d	pbp_b13i_t_maxenr_yn	pbp_b13i_t_maxenr_amt	pbp_b13i_t_maxenr_per	pbp_b13i_t_maxenr_per_d	pbp_b13i_t_coins_yn	pbp_b13i_t_coins_pct_min	pbp_b13i_t_coins_pct_max	pbp_b13i_t_ded_yn	pbp_b13i_t_ded_amt	pbp_b13i_t_copay_yn	pbp_b13i_t_copay_amt_min	pbp_b13i_t_copay_amt_max	pbp_b13i_t_auth_yn	pbp_b13i_t_refer_yn	pbp_b13i_air_bendesc_yn	pbp_b13i_air_bendesc_amo	pbp_b13i_air_maxplan_yn	pbp_b13i_air_maxplan_amt	pbp_b13i_air_maxplan_per	pbp_b13i_air_maxplan_per_d	pbp_b13i_air_maxenr_yn	pbp_b13i_air_maxenr_amt	pbp_b13i_air_maxenr_per	pbp_b13i_air_maxenr_per_d	pbp_b13i_air_coins_yn	pbp_b13i_air_coins_pct_min	pbp_b13i_air_coins_pct_max	pbp_b13i_air_ded_yn	pbp_b13i_air_ded_amt	pbp_b13i_air_copay_yn	pbp_b13i_air_copay_amt_min	pbp_b13i_air_copay_amt_max	pbp_b13i_air_auth_yn	pbp_b13i_air_refer_yn	pbp_b13i_socn_bendesc_yn	pbp_b13i_socn_bendesc_amo	pbp_b13i_socn_maxplan_yn	pbp_b13i_socn_maxplan_amt	pbp_b13i_socn_maxplan_per	pbp_b13i_socn_maxplan_per_d	pbp_b13i_socn_maxenr_yn	pbp_b13i_socn_maxenr_amt	pbp_b13i_socn_maxenr_per	pbp_b13i_socn_maxenr_per_d	pbp_b13i_socn_coins_yn	pbp_b13i_socn_coins_pct_min	pbp_b13i_socn_coins_pct_max	pbp_b13i_socn_ded_yn	pbp_b13i_socn_ded_amt	pbp_b13i_socn_copay_yn	pbp_b13i_socn_copay_amt_min	pbp_b13i_socn_copay_amt_max	pbp_b13i_socn_auth_yn	pbp_b13i_socn_refer_yn	pbp_b13i_cmptx_bendesc_yn	pbp_b13i_cmptx_bendesc_amo	pbp_b13i_cmptx_maxplan_yn	pbp_b13i_cmptx_maxplan_amt	pbp_b13i_cmptx_maxplan_per	pbp_b13i_cmptx_maxplan_per_d	pbp_b13i_cmptx_maxenr_yn	pbp_b13i_cmptx_maxenr_amt	pbp_b13i_cmptx_maxenr_per	pbp_b13i_cmptx_maxenr_per_d	pbp_b13i_cmptx_coins_yn	pbp_b13i_cmptx_coins_pct_min	pbp_b13i_cmptx_coins_pct_max	pbp_b13i_cmptx_ded_yn	pbp_b13i_cmptx_ded_amt	pbp_b13i_cmptx_copay_yn	pbp_b13i_cmptx_copay_amt_min	pbp_b13i_cmptx_copay_amt_max	pbp_b13i_cmptx_auth_yn	pbp_b13i_cmptx_refer_yn	pbp_b13i_selfd_bendesc_yn	pbp_b13i_selfd_bendesc_amo	pbp_b13i_selfd_maxplan_yn	pbp_b13i_selfd_maxplan_amt	pbp_b13i_selfd_maxplan_per	pbp_b13i_selfd_maxplan_per_d	pbp_b13i_selfd_maxenr_yn	pbp_b13i_selfd_maxenr_amt	pbp_b13i_selfd_maxenr_per	pbp_b13i_selfd_maxenr_per_d	pbp_b13i_selfd_coins_yn	pbp_b13i_selfd_coins_pct_min	pbp_b13i_selfd_coins_pct_max	pbp_b13i_selfd_ded_yn	pbp_b13i_selfd_ded_amt	pbp_b13i_selfd_copay_yn	pbp_b13i_selfd_copay_amt_min	pbp_b13i_selfd_copay_amt_max	pbp_b13i_selfd_auth_yn	pbp_b13i_selfd_refer_yn	pbp_b13i_home_bendesc_yn	pbp_b13i_home_bendesc_amo	pbp_b13i_home_maxplan_yn	pbp_b13i_home_maxplan_amt	pbp_b13i_home_maxplan_per	pbp_b13i_home_maxplan_per_d	pbp_b13i_home_maxenr_yn	pbp_b13i_home_maxenr_amt	pbp_b13i_home_maxenr_per	pbp_b13i_home_maxenr_per_d	pbp_b13i_home_coins_yn	pbp_b13i_home_coins_pct_min	pbp_b13i_home_coins_pct_max	pbp_b13i_home_ded_yn	pbp_b13i_home_ded_amt	pbp_b13i_home_copay_yn	pbp_b13i_home_copay_amt_min	pbp_b13i_home_copay_amt_max	pbp_b13i_home_auth_yn	pbp_b13i_home_refer_yn	pbp_b13i_suppt_bendesc_yn	pbp_b13i_suppt_bendesc_amo	pbp_b13i_suppt_maxplan_yn	pbp_b13i_suppt_maxplan_amt	pbp_b13i_suppt_maxplan_per	pbp_b13i_suppt_maxplan_per_d	pbp_b13i_suppt_maxenr_yn	pbp_b13i_suppt_maxenr_amt	pbp_b13i_suppt_maxenr_per	pbp_b13i_suppt_maxenr_per_d	pbp_b13i_suppt_coins_yn	pbp_b13i_suppt_coins_pct_min	pbp_b13i_suppt_coins_pct_max	pbp_b13i_suppt_ded_yn	pbp_b13i_suppt_ded_amt	pbp_b13i_suppt_copay_yn	pbp_b13i_suppt_copay_amt_min	pbp_b13i_suppt_copay_amt_max	pbp_b13i_suppt_housing_yn	pbp_b13i_suppt_utility_yn	pbp_b13i_suppt_auth_yn	pbp_b13i_suppt_refer_yn
H1947	004	0	1	01	01	H1947_004_0	5	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	1	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	1	2
H1951	032	0	1	01	01	H1951_032_0	5	1	1101111000	1	2	2				2				2			2		2			2	2																						1	2	2				2				2			2		2			2	2	1	2											2	1				1			011111		2				2				2			2		2			2	2	1	2	2				2				2			2		2			2	2	1	2	2				2				2			2		2			2	2																																																													1	2	2				2				2			2		2			1	1	2	2
H1951	041	0	1	01	01	H1951_041_0	5	1	1101111000	1	2	2				2				2			2		2			2	2																						1	2	2				2				2			2		2			2	2	1	2											2	1				1			011111		2				2				2			2		2			2	2	1	2	2				2				2			2		2			2	2	1	2	2				2				2			2		2			2	2																																																													1	2	2				2				2			2		2			1	1	2	2
H1951	044	0	1	01	01	H1951_044_0	5	1	1101111000	1	2	2				2				2			2		2			2	2																						1	2	2				2				2			2		2			2	2	1	2											2	1				1			011111		2				2				2			2		2			2	2	1	2	2				2				2			2		2			2	2	1	2	2				2				2			2		2			2	2																																																													1	2	2				2				2			2		2			1	1	2	2
H1951	056	0	1	01	01	H1951_056_0	5	1	1101111000	1	2	2				2				2			2		2			2	2																						1	2	2				2				2			2		2			2	2	1	2											2	1				1			011111		2				2				2			2		2			2	2	1	2	2				2				2			2		2			2	2	1	2	2				2				2			2		2			2	2																																																													1	2	2				2				2			2		2			1	1	2	2
H1951	057	0	1	01	01	H1951_057_0	5	1	1101111000	1	2	2				2				2			2		2			2	2																						1	2	2				2				2			2		2			2	2	1	2											2	1				1			011111		2				2				2			2		2			2	2	1	2	2				2				2			2		2			2	2	1	2	2				2				2			2		2			2	2																																																													1	2	2				2				2			2		2			1	1	2	2
H1951	061	0	1	01	01	H1951_061_0	4	1	1101111000	1	2	2				2				2			2		2			2	2																						1	2	2				2				2			2		2			2	2	1	2											2	1				1			011111		2				2				2			2		2			2	2	1	2	2				2				2			2		2			2	2	1	2	2				2				2			2		2			2	2																																																													1	2	2				2				2			2		2			1	1	2	2
H1961	003	0	1	02	01	H1961_003_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H1961	019	0	1	02	01	H1961_019_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H1961	022	0	1	02	01	H1961_022_0	4	1	0100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																																											
H1961	023	0	1	02	01	H1961_023_0	4	1	0100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																																											
H1961	024	0	1	02	01	H1961_024_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H1961	025	0	1	02	01	H1961_025_0	4	1	0100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																																											
H1993	007	0	1	01	01	H1993_007_0	6	1	0100000000	1	2	1	145.00	7		2				2			2		2			2	2																																																																																																																																																																																																											
H1993	008	0	1	01	01	H1993_008_0	5	1	0100000000	1	2	1	165.00	7		2				2			2		2			2	2																																																																																																																																																																																																											
H1993	013	0	1	01	01	H1993_013_0	5	1	0100000000	1	2	1	155.00	7		2				2			2		2			2	2																																																																																																																																																																																																											
H1994	015	0	1	01	01	H1994_015_0	4	1	1100000000	1	2	2				2				2			2		2			2	2																																																																																																																																																																																						1	2	2				2				2			2		2			2	1	2	2
H1994	021	0	1	01	01	H1994_021_0	5	1	0100000000	1	2	2				2				2			2		2			2	2																																																																																																																																																																																																											
H1994	022	0	1	01	01	H1994_022_0	5	1	0100000000	1	2	2				2				2			2		2			2	2																																																																																																																																																																																																											
H1994	030	0	1	01	01	H1994_030_0	6	1	0100000000	1	2	2				2				2			2		2			2	2																																																																																																																																																																																																											
H1994	034	0	1	01	01	H1994_034_0	6	1	0100000000	1	2	2				2				2			2		2			2	2																																																																																																																																																																																																											
H1994	040	0	1	01	01	H1994_040_0	4	1	1100000000	1	2	2				2				2			2		2			2	2																																																																																																																																																																																						1	2	2				2				2			2		2			2	1	2	2
H2001	030	0	1	04	01	H2001_030_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H2001	031	0	1	04	01	H2001_031_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H2001	032	0	1	04	01	H2001_032_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H2001	034	0	1	04	01	H2001_034_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H2001	035	0	1	04	01	H2001_035_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H2001	036	0	1	04	01	H2001_036_0	4	1	0100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																																											
H2001	037	0	1	04	01	H2001_037_0	4	1	0100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																																											
H2001	038	0	1	04	01	H2001_038_0	4	1	0100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																																											
H2001	039	0	1	04	01	H2001_039_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H2001	040	0	1	04	01	H2001_040_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H2001	041	0	1	04	01	H2001_041_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H2001	042	0	1	04	01	H2001_042_0	4	1	0100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																																											
H2001	043	0	1	04	01	H2001_043_0	4	1	0100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																																											
H2001	044	0	1	04	01	H2001_044_0	4	1	0100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																																											
H2001	045	0	1	04	01	H2001_045_0	4	1	0100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																																											
H2001	046	0	1	04	01	H2001_046_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H2001	047	0	1	04	01	H2001_047_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H2001	048	0	1	04	01	H2001_048_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H2001	049	0	1	04	01	H2001_049_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H2001	050	0	1	04	01	H2001_050_0	4	1	0100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																																											
H2001	051	0	1	04	01	H2001_051_0	5	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H2001	052	0	1	04	01	H2001_052_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H2001	053	0	1	04	01	H2001_053_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H2001	054	0	1	04	01	H2001_054_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H2001	055	0	1	04	01	H2001_055_0	4	1	0100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																																											
H2001	056	0	1	04	01	H2001_056_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H2001	058	0	1	04	01	H2001_058_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H2001	059	0	1	04	01	H2001_059_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H2001	060	0	1	04	01	H2001_060_0	4	1	0100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																																											
H2001	061	0	1	04	01	H2001_061_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H2001	062	0	1	04	01	H2001_062_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H2001	063	1	1	04	01	H2001_063_1	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H2001	063	2	1	04	01	H2001_063_2	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H2001	065	0	1	04	01	H2001_065_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H2001	066	0	1	04	01	H2001_066_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H2001	068	1	1	04	01	H2001_068_1	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H2001	068	2	1	04	01	H2001_068_2	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H2001	069	1	1	04	01	H2001_069_1	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H2001	069	2	1	04	01	H2001_069_2	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H2001	070	0	1	04	01	H2001_070_0	4	1	0100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																																											
H2001	075	0	1	04	01	H2001_075_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H2001	076	0	1	04	01	H2001_076_0	4	1	0100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																																											
H2001	077	0	1	04	01	H2001_077_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H2001	078	0	1	04	01	H2001_078_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H2001	079	0	1	04	01	H2001_079_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H2001	080	0	1	04	01	H2001_080_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H2001	081	0	1	04	01	H2001_081_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H2001	082	0	1	04	01	H2001_082_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H2001	085	0	1	04	01	H2001_085_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H2001	133	0	1	04	01	H2001_133_0	4	1	0100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																																											
H2001	134	0	1	04	01	H2001_134_0	4	1	0100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																																											
H2001	135	0	1	04	01	H2001_135_0	4	1	0100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																																											
H2041	007	0	1	01	01	H2041_007_0	6	1	1100000000	1	2	2				2				2			2		2			2	2																																																																																																																																																																																						1	2	2				2				2			2		2			1	1	2	2
H2041	008	0	1	01	01	H2041_008_0	6	1	1100000000	1	2	2				2				2			2		2			2	2																																																																																																																																																																																						1	2	2				2				2			2		2			1	1	2	2
H2041	011	0	1	01	01	H2041_011_0	7	1	1100000000	1	2	2				2				2			2		2			2	2																																																																																																																																																																																						1	2	2				2				2			2		2			1	1	2	2
H2041	012	0	1	01	01	H2041_012_0	7	1	1100000000	1	2	2				2				2			2		2			2	2																																																																																																																																																																																						1	2	2				2				2			2		2			1	1	2	2
H2041	013	0	1	01	01	H2041_013_0	7	1	1100000000	1	2	2				2				2			2		2			2	2																																																																																																																																																																																						1	2	2				2				2			2		2			1	1	2	2
H2041	014	0	1	01	01	H2041_014_0	7	1	1100000000	1	2	2				2				2			2		2			2	2																																																																																																																																																																																						1	2	2				2				2			2		2			1	1	2	2
H2041	015	0	1	01	01	H2041_015_0	7	1	1100000000	1	2	2				2				2			2		2			2	2																																																																																																																																																																																						1	2	2				2				2			2		2			1	1	2	2
H2041	016	0	1	01	01	H2041_016_0	7	1	1100000000	1	2	2				2				2			2		2			2	2																																																																																																																																																																																						1	2	2				2				2			2		2			1	1	2	2
H2056	801	0	1	01	01	H2056_801_0	1	1	0000001100																																																																																																																										1	2	2				2				2			2		2			2	2	1	2	2				2				2			2		2			2	2																																																														
H2056	802	0	1	01	01	H2056_802_0	1	1	0000001100																																																																																																																										1	2	2				2				2			2		2			2	2	1	2	2				2				2			2		2			2	2																																																														
H2108	029	0	1	01	01	H2108_029_0	6	1	0100000000	1	2	1	200.00	5		2				2			2		2			2	2																																																																																																																																																																																																											
H2108	030	0	1	01	01	H2108_030_0	6	1	0100000000	1	2	1	50.00	5		2				2			2		2			2	2																																																																																																																																																																																																											
H2117	002	0	1	04	01	H2117_002_0	8	1	1111110001	1	2	2				2				2			2		1	0.00	0.00	2	2	1	2	1	2				2				2			2		1	0.00	0.00	2	2	1	2	2				2				2			2		1	0.00	0.00	2	2	1	2											2	1				5	Gas pay-at-pump		100000	Gas pay-at-pump	2				2				2			2		1	0.00	0.00	2	2	1	2	2				2				2			2		1	0.00	0.00	2	2																																																													1	2	2				2				2			2		1	0.00	0.00	2	2	1	2	2				2				2			2		1	0.00	0.00	1	1	2	2
H2126	001	0	1	01	01	H2126_001_0	7	1	0100000000	1	2	1	125.00	7		2				2			2		2			2	2																																																																																																																																																																																																											
H2168	001	0	1	01	01	H2168_001_0	4	1	1101110000	1	2	1	0.00	7		2				2			2		2			2	2																						1	2	1	0.00	7		2				2			2		2			2	2	1	1	2	2	32	3		1			111110	Ambulette and ambulette with 2 man transport.											1	0.00	7		2				2			2		2			1	2	1	2	1	0.00	7		2				2			2		2			2	2																																																																																	1	2	1	0.00	7		2				2			2		2			1	1	2	2
H2168	002	0	1	01	01	H2168_002_0	4	1	1101110000	1	2	1	0.00	7		2				2			2		2			2	2																						1	2	1	0.00	7		2				2			2		2			2	2	1	1	2	2	24	3		1			111110	ambulette and ambulette with 2 man assist											1	0.00	7		2				2			2		2			1	2	1	2	1	0.00	7		2				2			2		2			2	2																																																																																	1	2	1	0.00	7		2				2			2		2			1	1	2	2
H2168	004	0	1	01	01	H2168_004_0	4	1	1101110000	1	2	1	0.00	7		2				2			2		2			2	2																						1	2	1	0.00	7		2				2			2		2			2	2	1	2											2	1				5	No limit to number of rides		011100		1	0.00	7		2				2			2		2			2	2	1	2	1	0.00	7		2				2			2		2			2	2																																																																																	1	2	1	0.00	7		2				2			2		2			1	1	2	2
H2172	016	0	1	01	01	H2172_016_0	4	2	0100000000	1	2	1	40.00	7		2				2			2		2			2	2																																																																																																																																																																																																											
H2172	017	0	1	01	01	H2172_017_0	4	2	0100000000	1	2	1	40.00	7		2				2			2		2			2	2																																																																																																																																																																																																											
H2172	018	0	1	01	01	H2172_018_0	4	2	0100000000	1	2	1	30.00	7		2				2			2		2			2	2																																																																																																																																																																																																											
H2172	019	0	1	01	01	H2172_019_0	4	2	0100000000	1	2	1	30.00	7		2				2			2		2			2	2																																																																																																																																																																																																											
