pbp_a_hnumber	pbp_a_plan_identifier	segment_id	pbp_a_ben_cov	pbp_a_plan_type	orgtype	bid_id	version	pbp_vbid_group_id	pbp_b13i_bendesc	pbp_b13i_fd_bendesc_yn	pbp_b13i_fd_bendesc_amo	pbp_b13i_fd_maxplan_yn	pbp_b13i_fd_maxplan_amt	pbp_b13i_fd_maxplan_per	pbp_b13i_fd_maxplan_per_d	pbp_b13i_fd_maxenr_yn	pbp_b13i_fd_maxenr_amt	pbp_b13i_fd_maxenr_per	pbp_b13i_fd_maxenr_per_d	pbp_b13i_fd_coins_yn	pbp_b13i_fd_coins_pct_min	pbp_b13i_fd_coins_pct_max	pbp_b13i_fd_ded_yn	pbp_b13i_fd_ded_amt	pbp_b13i_fd_copay_yn	pbp_b13i_fd_copay_amt_min	pbp_b13i_fd_copay_amt_max	pbp_b13i_fd_auth_yn	pbp_b13i_fd_refer_yn	pbp_b13i_ml_bendesc_service	pbp_b13i_ml_bendesc_amo	pbp_b13i_ml_unlimited_yn	pbp_b13i_ml_maxplan_yn	pbp_b13i_ml_maxplan_amt	pbp_b13i_ml_maxplan_per	pbp_b13i_ml_maxplan_per_d	pbp_b13i_ml_maxenr_yn	pbp_b13i_ml_maxenr_amt	pbp_b13i_ml_maxenr_per	pbp_b13i_ml_maxenr_per_d	pbp_b13i_ml_coins_yn	pbp_b13i_ml_coins_pct_min	pbp_b13i_ml_coins_pct_max	pbp_b13i_ml_ded_yn	pbp_b13i_ml_ded_amt	pbp_b13i_ml_copay_yn	pbp_b13i_ml_copay_amt_min	pbp_b13i_ml_copay_amt_max	pbp_b13i_ml_auth_yn	pbp_b13i_ml_refer_yn	pbp_b13i_ps_bendesc_yn	pbp_b13i_ps_bendesc_amo	pbp_b13i_ps_maxplan_yn	pbp_b13i_ps_maxplan_amt	pbp_b13i_ps_maxplan_per	pbp_b13i_ps_maxplan_per_d	pbp_b13i_ps_maxenr_yn	pbp_b13i_ps_maxenr_amt	pbp_b13i_ps_maxenr_per	pbp_b13i_ps_maxenr_per_d	pbp_b13i_ps_coins_yn	pbp_b13i_ps_coins_pct_min	pbp_b13i_ps_coins_pct_max	pbp_b13i_ps_ded_yn	pbp_b13i_ps_ded_amt	pbp_b13i_ps_copay_yn	pbp_b13i_ps_copay_amt_min	pbp_b13i_ps_copay_amt_max	pbp_b13i_ps_auth_yn	pbp_b13i_ps_refer_yn	pbp_b13i_t_bendesc_yn	pbp_b13i_t_bendesc_trn	pbp_b13i_t_bendesc_amo_pal	pbp_b13i_t_bendesc_lim_pal	pbp_b13i_t_bendesc_amt_pal	pbp_b13i_t_bendesc_per_pal	pbp_b13i_t_bendesc_per_pal_d	pbp_b13i_t_bendesc_tt_pal	pbp_b13i_t_bendesc_tt_pal_d	pbp_b13i_t_bendesc_amt_pal_day	pbp_b13i_t_bendesc_mt_pal	pbp_b13i_t_bendesc_mt_pal_d	pbp_b13i_t_bendesc_amo_al	pbp_b13i_t_bendesc_lim_al	pbp_b13i_t_bendesc_amt_al	pbp_b13i_t_bendesc_per_al	pbp_b13i_t_bendesc_per_al_d	pbp_b13i_t_bendesc_tt_al	pbp_b13i_t_bendesc_tt_al_d	pbp_b13i_t_bendesc_amt_al_days	pbp_b13i_t_bendesc_mt_al	pbp_b13i_t_bendesc_mt_al_d	pbp_b13i_t_maxplan_yn	pbp_b13i_t_maxplan_amt	pbp_b13i_t_maxplan_per	pbp_b13i_t_maxplan_per_d	pbp_b13i_t_maxenr_yn	pbp_b13i_t_maxenr_amt	pbp_b13i_t_maxenr_per	pbp_b13i_t_maxenr_per_d	pbp_b13i_t_coins_yn	pbp_b13i_t_coins_pct_min	pbp_b13i_t_coins_pct_max	pbp_b13i_t_ded_yn	pbp_b13i_t_ded_amt	pbp_b13i_t_copay_yn	pbp_b13i_t_copay_amt_min	pbp_b13i_t_copay_amt_max	pbp_b13i_t_auth_yn	pbp_b13i_t_refer_yn	pbp_b13i_air_bendesc_yn	pbp_b13i_air_bendesc_amo	pbp_b13i_air_maxplan_yn	pbp_b13i_air_maxplan_amt	pbp_b13i_air_maxplan_per	pbp_b13i_air_maxplan_per_d	pbp_b13i_air_maxenr_yn	pbp_b13i_air_maxenr_amt	pbp_b13i_air_maxenr_per	pbp_b13i_air_maxenr_per_d	pbp_b13i_air_coins_yn	pbp_b13i_air_coins_pct_min	pbp_b13i_air_coins_pct_max	pbp_b13i_air_ded_yn	pbp_b13i_air_ded_amt	pbp_b13i_air_copay_yn	pbp_b13i_air_copay_amt_min	pbp_b13i_air_copay_amt_max	pbp_b13i_air_auth_yn	pbp_b13i_air_refer_yn	pbp_b13i_socn_bendesc_yn	pbp_b13i_socn_bendesc_amo	pbp_b13i_socn_maxplan_yn	pbp_b13i_socn_maxplan_amt	pbp_b13i_socn_maxplan_per	pbp_b13i_socn_maxplan_per_d	pbp_b13i_socn_maxenr_yn	pbp_b13i_socn_maxenr_amt	pbp_b13i_socn_maxenr_per	pbp_b13i_socn_maxenr_per_d	pbp_b13i_socn_coins_yn	pbp_b13i_socn_coins_pct_min	pbp_b13i_socn_coins_pct_max	pbp_b13i_socn_ded_yn	pbp_b13i_socn_ded_amt	pbp_b13i_socn_copay_yn	pbp_b13i_socn_copay_amt_min	pbp_b13i_socn_copay_amt_max	pbp_b13i_socn_auth_yn	pbp_b13i_socn_refer_yn	pbp_b13i_cmptx_bendesc_yn	pbp_b13i_cmptx_bendesc_amo	pbp_b13i_cmptx_maxplan_yn	pbp_b13i_cmptx_maxplan_amt	pbp_b13i_cmptx_maxplan_per	pbp_b13i_cmptx_maxplan_per_d	pbp_b13i_cmptx_maxenr_yn	pbp_b13i_cmptx_maxenr_amt	pbp_b13i_cmptx_maxenr_per	pbp_b13i_cmptx_maxenr_per_d	pbp_b13i_cmptx_coins_yn	pbp_b13i_cmptx_coins_pct_min	pbp_b13i_cmptx_coins_pct_max	pbp_b13i_cmptx_ded_yn	pbp_b13i_cmptx_ded_amt	pbp_b13i_cmptx_copay_yn	pbp_b13i_cmptx_copay_amt_min	pbp_b13i_cmptx_copay_amt_max	pbp_b13i_cmptx_auth_yn	pbp_b13i_cmptx_refer_yn	pbp_b13i_selfd_bendesc_yn	pbp_b13i_selfd_bendesc_amo	pbp_b13i_selfd_maxplan_yn	pbp_b13i_selfd_maxplan_amt	pbp_b13i_selfd_maxplan_per	pbp_b13i_selfd_maxplan_per_d	pbp_b13i_selfd_maxenr_yn	pbp_b13i_selfd_maxenr_amt	pbp_b13i_selfd_maxenr_per	pbp_b13i_selfd_maxenr_per_d	pbp_b13i_selfd_coins_yn	pbp_b13i_selfd_coins_pct_min	pbp_b13i_selfd_coins_pct_max	pbp_b13i_selfd_ded_yn	pbp_b13i_selfd_ded_amt	pbp_b13i_selfd_copay_yn	pbp_b13i_selfd_copay_amt_min	pbp_b13i_selfd_copay_amt_max	pbp_b13i_selfd_auth_yn	pbp_b13i_selfd_refer_yn	pbp_b13i_home_bendesc_yn	pbp_b13i_home_bendesc_amo	pbp_b13i_home_maxplan_yn	pbp_b13i_home_maxplan_amt	pbp_b13i_home_maxplan_per	pbp_b13i_home_maxplan_per_d	pbp_b13i_home_maxenr_yn	pbp_b13i_home_maxenr_amt	pbp_b13i_home_maxenr_per	pbp_b13i_home_maxenr_per_d	pbp_b13i_home_coins_yn	pbp_b13i_home_coins_pct_min	pbp_b13i_home_coins_pct_max	pbp_b13i_home_ded_yn	pbp_b13i_home_ded_amt	pbp_b13i_home_copay_yn	pbp_b13i_home_copay_amt_min	pbp_b13i_home_copay_amt_max	pbp_b13i_home_auth_yn	pbp_b13i_home_refer_yn	pbp_b13i_suppt_bendesc_yn	pbp_b13i_suppt_bendesc_amo	pbp_b13i_suppt_maxplan_yn	pbp_b13i_suppt_maxplan_amt	pbp_b13i_suppt_maxplan_per	pbp_b13i_suppt_maxplan_per_d	pbp_b13i_suppt_maxenr_yn	pbp_b13i_suppt_maxenr_amt	pbp_b13i_suppt_maxenr_per	pbp_b13i_suppt_maxenr_per_d	pbp_b13i_suppt_coins_yn	pbp_b13i_suppt_coins_pct_min	pbp_b13i_suppt_coins_pct_max	pbp_b13i_suppt_ded_yn	pbp_b13i_suppt_ded_amt	pbp_b13i_suppt_copay_yn	pbp_b13i_suppt_copay_amt_min	pbp_b13i_suppt_copay_amt_max	pbp_b13i_suppt_housing_yn	pbp_b13i_suppt_utility_yn	pbp_b13i_suppt_auth_yn	pbp_b13i_suppt_refer_yn
H5425	092	0	1	01	01	H5425_092_0	7	1	0000000010																																																																																																																																																																		1	2	1	200.00	3		2				2			2		2			1	1																																										
H5425	096	0	1	01	01	H5425_096_0	7	1	0000000010																																																																																																																																																																		1	2	1	200.00	3		2				2			2		2			1	1																																										
H5425	097	0	1	01	01	H5425_097_0	8	1	1100100000	1	2	1	0.00	7		2				2			2		2			1	1																																										1	1	2	2	0	3		1			011010												2				2				2			2		2			1	1																																																																																																					1	2	1	0.00	3		2				2			2		2			2	1	1	1
H5425	098	0	1	01	01	H5425_098_0	9	1	1100100000	1	2	1	0.00	7		2				2			2		2			1	1																																										1	1	2	2	0	3		1			011010												2				2				2			2		2			1	1																																																																																																					1	2	1	0.00	3		2				2			2		2			2	1	2	2
H5425	102	0	1	01	01	H5425_102_0	8	1	0100100000	1	2	1	0.00	7		2				2			2		2			1	1																																										1	1	2	2	0	3		1			011010												2				2				2			2		2			1	1																																																																																																																										
H5425	104	0	1	01	01	H5425_104_0	8	1	0100100000	1	2	1	0.00	7		2				2			2		2			1	1																																										1	1	2	2	0	3		1			011010												2				2				2			2		2			1	1																																																																																																																										
H5425	105	0	1	01	01	H5425_105_0	8	1	0100100000	1	2	1	0.00	7		2				2			2		2			1	1																																										1	1	2	2	0	3		1			011010												2				2				2			2		2			1	1																																																																																																																										
H5425	106	0	1	01	01	H5425_106_0	8	1	0100100000	1	2	1	0.00	7		2				2			2		2			1	1																																										1	1	2	2	0	3		1			011010												2				2				2			2		2			1	1																																																																																																																										
H5425	107	0	1	01	01	H5425_107_0	7	1	0000000010																																																																																																																																																																		1	2	1	200.00	3		2				2			2		2			1	1																																										
H5425	118	0	1	01	01	H5425_118_0	8	1	0100000000	1	2	1	0.00	5		2				2			2		2			1	1																																																																																																																																																																																																											
H5425	123	0	1	01	01	H5425_123_0	7	1	0100000000	1	2	1	0.00	7		2				2			2		2			1	1																																																																																																																																																																																																											
H5425	129	0	1	01	01	H5425_129_0	8	1	0100100000	1	2	1	0.00	7		2				2			2		2			1	1																																										1	1	2	2	0	3		1			011010												2				2				2			2		2			1	1																																																																																																																										
H5425	131	0	1	01	01	H5425_131_0	8	1	0100100000	1	2	1	48.00	7		2				2			2		2			1	1																																										1	1	2	2	0	3		1			011010												2				2				2			2		2			1	1																																																																																																																										
H5425	132	0	1	02	01	H5425_132_0	6	1	0100100000	1	2	1	46.00	7		2				2			2		2			1	1																																										1	1	2	2	0	3		1			011010												2				2				2			2		2			1	1																																																																																																																										
H5427	070	0	1	01	01	H5427_070_0	6	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	1	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	1	2
H5427	072	0	1	01	01	H5427_072_0	6	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	1	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	1	2
H5427	077	0	1	01	01	H5427_077_0	6	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	1	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	1	2
H5427	078	0	1	01	01	H5427_078_0	7	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	1	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	1	2
H5427	087	0	1	01	01	H5427_087_0	7	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	1	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	1	2
H5427	099	0	1	01	01	H5427_099_0	6	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	1	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	1	2
H5427	108	0	1	01	01	H5427_108_0	6	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	1	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	1	2
H5431	016	0	1	01	01	H5431_016_0	6	1	1110000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	1	2	1	2	2	2				2				2			2		1	0.00	0.00	1	2																																																																																																																																																																	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	1	2
H5431	019	0	1	01	01	H5431_019_0	6	1	1110000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	1	2	1	2	2	2				2				2			2		1	0.00	0.00	1	2																																																																																																																																																																	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	1	2
H5431	021	0	1	01	01	H5431_021_0	5	1	1110000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	1	2	1	2	2	2				2				2			2		1	0.00	0.00	1	2																																																																																																																																																																	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	1	2
H5431	022	0	1	01	01	H5431_022_0	5	1	1110000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	1	2	1	2	2	2				2				2			2		1	0.00	0.00	1	2																																																																																																																																																																	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	1	2
H5431	025	0	1	01	01	H5431_025_0	6	1	1110000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	1	2	1	2	2	2				2				2			2		1	0.00	0.00	1	2																																																																																																																																																																	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	1	2
H5431	026	0	1	01	01	H5431_026_0	6	1	1110000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	1	2	1	2	2	2				2				2			2		1	0.00	0.00	1	2																																																																																																																																																																	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	1	2
H5433	001	0	1	01	01	H5433_001_0	4	1	0100000000	1	2	1	0.00	5		2				2			2		2			2	2																																																																																																																																																																																																											
H5447	002	0	1	01	01	H5447_002_0	6	1	1100000000	1	2	2				2				2			2		2			2	2																																																																																																																																																																																						1	2	2				2				2			2		2			2	1	2	2
H5453	001	0	1	04	01	H5453_001_0	5	1	1100000000	1	2	2				2				2			2		2			2	2																																																																																																																																																																																						1	2	2				2				2			2		2			1	1	2	2
H5453	004	0	1	04	01	H5453_004_0	6	1	1100000000	1	2	2				2				2			2		2			2	2																																																																																																																																																																																						1	2	2				2				2			2		2			1	1	2	2
H5453	010	0	1	04	01	H5453_010_0	6	1	1100000000	1	2	2				2				2			2		2			2	2																																																																																																																																																																																						1	2	2				2				2			2		2			1	1	2	2
H5453	015	0	1	04	01	H5453_015_0	6	1	1100000000	1	2	2				2				2			2		2			2	2																																																																																																																																																																																						1	2	2				2				2			2		2			1	1	2	2
H5453	016	0	1	04	01	H5453_016_0	6	1	1100000000	1	2	2				2				2			2		2			2	2																																																																																																																																																																																						1	2	2				2				2			2		2			1	1	2	2
H5453	017	0	1	04	01	H5453_017_0	7	1	1100000000	1	2	2				2				2			2		2			2	2																																																																																																																																																																																						1	2	2				2				2			2		2			1	1	2	2
H5453	018	0	1	04	01	H5453_018_0	7	1	1100000000	1	2	2				2				2			2		2			2	2																																																																																																																																																																																						1	2	2				2				2			2		2			1	1	2	2
H5454	001	0	1	01	01	H5454_001_0	9	1	0100000000	1	2	1	70.00	5		2				2			2		2			2	2																																																																																																																																																																																																											
H5454	002	0	1	01	01	H5454_002_0	9	1	0100000000	1	2	1	40.00	5		2				2			2		2			2	2																																																																																																																																																																																																											
H5454	005	0	1	01	01	H5454_005_0	7	1	0100000000	1	2	1	50.00	7		2				2			2		2			2	2																																																																																																																																																																																																											
H5454	006	0	1	01	01	H5454_006_0	8	1	0100000000	1	2	1	60.00	7		2				2			2		2			2	2																																																																																																																																																																																																											
H5471	064	0	1	01	01	H5471_064_0	7	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	1	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	1	2
H5471	066	0	1	01	01	H5471_066_0	7	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	1	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	1	2
H5471	069	0	1	01	01	H5471_069_0	6	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	1	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	1	2
H5471	070	0	1	01	01	H5471_070_0	6	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	1	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	1	2
H5471	072	0	1	01	01	H5471_072_0	7	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	1	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	1	2
H5471	075	0	1	01	01	H5471_075_0	6	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	1	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	1	2
H5471	076	0	1	01	01	H5471_076_0	7	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	1	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	1	2
H5471	080	0	1	01	01	H5471_080_0	6	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	1	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	1	2
H5471	082	0	1	01	01	H5471_082_0	7	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	1	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	1	2
H5471	084	0	1	01	01	H5471_084_0	7	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	1	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	1	2
H5471	111	0	1	01	01	H5471_111_0	7	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	1	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	1	2
H5471	115	0	1	01	01	H5471_115_0	7	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	1	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	1	2
H5471	116	0	1	01	01	H5471_116_0	6	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	1	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	1	2
H5471	118	0	1	01	01	H5471_118_0	7	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	1	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	1	2
H5471	119	0	1	01	01	H5471_119_0	6	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	1	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	1	2
H5471	121	0	1	01	01	H5471_121_0	7	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	1	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	1	2
H5471	122	0	1	01	01	H5471_122_0	6	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	1	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	1	2
H5471	125	0	1	01	01	H5471_125_0	7	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	1	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	1	2
H5471	126	0	1	01	01	H5471_126_0	6	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	1	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	1	2
H5471	127	0	1	01	01	H5471_127_0	7	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	1	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	1	2
H5471	128	0	1	01	01	H5471_128_0	7	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	1	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	1	2
